"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp.Q05022.RRP5_YEAST","sp|Q05022|RRP5_YEAST","-0.261705407834203","0.0264160171175302","0.184615384615385","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P08566.ARO1_YEAST","sp|P08566|ARO1_YEAST","-0.25473007402298","0.0264458199602629","0.184615384615385","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P15891.ABP1_YEAST","sp|P15891|ABP1_YEAST","-0.289112137388086","0.0264611034693566","0.184615384615385","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P08754.GNAI3_HUMAN","sp|P08754|GNAI3_HUMAN","0.105472721947791","0.0264893779611799","0.184615384615385","conditionC-conditionB","HUMAN","0","0"
"sp.P49435.APT1_YEAST.2","sp|P49435|APT1_YEAST","-0.243011057291667","0.0264977838911814","0.217543859649123","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P32458.CDC11_YEAST.2","sp|P32458|CDC11_YEAST","-0.196758698865661","0.0265130674002751","0.217543859649123","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P14635.CCNB1_HUMAN.1","sp|P14635|CCNB1_HUMAN","-0.364302443364307","0.0265352284884609","0.082246740220662","conditionD-conditionB","HUMAN","0","0"
"sp.P39976.DLD3_YEAST","sp|P39976|DLD3_YEAST","-0.366408979768385","0.0265512761730093","0.184615384615385","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P39714.BDH1_YEAST.1","sp|P39714|BDH1_YEAST","-0.431490947997718","0.0265818431911967","0.082246740220662","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q05933.ARPC3_YEAST.2","sp|Q05933|ARPC3_YEAST","-0.20120715916398","0.0266040042793825","0.217543859649123","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P16603.NCPR_YEAST","sp|P16603|NCPR_YEAST","-0.243564425342672","0.0266406847012074","0.184615384615385","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P00899.TRPE_YEAST.1","sp|P00899|TRPE_YEAST","-0.444267936519831","0.0266559682103011","0.082246740220662","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q08972.NEW1_YEAST.1","sp|Q08972|NEW1_YEAST","-0.350158320648726","0.0266865352284885","0.082246740220662","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.O43150.ASAP2_HUMAN.sp.Q9ULH1.ASAP1_HUMAN","sp|O43150|ASAP2_HUMAN;sp|Q9ULH1|ASAP1_HUMAN","0.721048457984153","0.0267048754394009","0.185867895545315","conditionC-conditionB","HUMAN","0","0"
"sp.Q12285.MDY2_YEAST.2","sp|Q12285|MDY2_YEAST","-0.302605572319797","0.0267109888430384","0.217543859649123","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.O76094.SRP72_HUMAN.2","sp|O76094|SRP72_HUMAN","0.105941766548533","0.0267728870548678","0.217770034843206","conditionD-conditionC","HUMAN","0","0"
"sp.P52747.ZN143_HUMAN.2","sp|P52747|ZN143_HUMAN","-0.343018460394285","0.0268065107748739","0.217770034843206","conditionD-conditionC","HUMAN","0","0"
"sp.O43913.ORC5_HUMAN.1","sp|O43913|ORC5_HUMAN","0.287095545417763","0.0268103316521473","0.082246740220662","conditionD-conditionB","HUMAN","0","0"
"sp.Q9H840.GEMI7_HUMAN.2","sp|Q9H840|GEMI7_HUMAN","0.390675673586158","0.0268217942839676","0.217770034843206","conditionD-conditionC","HUMAN","0","0"
"sp.P36015.YKT6_YEAST.2","sp|P36015|YKT6_YEAST","-0.245105116755084","0.0268844566712517","0.217770034843206","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q02725.VTC3_YEAST","sp|Q02725|VTC3_YEAST","-0.189263932648696","0.0268859850221611","0.186830015313936","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P06781.RHO2_YEAST","sp|P06781|RHO2_YEAST","-0.440999809790646","0.0269310713739875","0.186830015313936","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P21926.CD9_HUMAN.2","sp|P21926|CD9_HUMAN","0.206038774280412","0.0270051963930919","0.218965517241379","conditionD-conditionC","HUMAN","0","0"
"sp.Q8WXE9.STON2_HUMAN.1","sp|Q8WXE9|STON2_HUMAN","1.05536484013932","0.0270220082530949","0.0848303393213573","conditionD-conditionB","HUMAN","0","0"
"sp.Q8N0Z6.TTC5_HUMAN.1","sp|Q8N0Z6|TTC5_HUMAN","0.563468369060142","0.0270372917621886","0.0848303393213573","conditionD-conditionB","HUMAN","0","0"
"sp.O74700.TIM9_YEAST.2","sp|O74700|TIM9_YEAST","-0.314340768701735","0.027038820113098","0.218965517241379","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P15454.KGUA_YEAST.2","sp|P15454|KGUA_YEAST","-0.183619439541786","0.0271144734831117","0.218965517241379","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P33775.PMT1_YEAST.1","sp|P33775|PMT1_YEAST","-0.285590531475229","0.0271748433440318","0.0848303393213573","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q12010.YPQ1_YEAST.1","sp|Q12010|YPQ1_YEAST","-0.867219123595787","0.0272336848540425","0.0848303393213573","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9NXF1.TEX10_HUMAN.2","sp|Q9NXF1|TEX10_HUMAN","0.146211836613395","0.0272390340822253","0.218965517241379","conditionD-conditionC","HUMAN","0","0"
"sp.O95466.FMNL1_HUMAN","sp|O95466|FMNL1_HUMAN","-0.148751304125409","0.02723979825768","0.187786259541985","conditionC-conditionB","HUMAN","0","0"
"sp.P31755.OCH1_YEAST.2","sp|P31755|OCH1_YEAST","-0.4238290308193","0.0272673085740486","0.218965517241379","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9H7C9.AAMDC_HUMAN","sp|Q9H7C9|AAMDC_HUMAN","0.290782285719279","0.0272971114167813","0.187786259541985","conditionC-conditionB","HUMAN","0","0"
"sp.P29317.EPHA2_HUMAN.1","sp|P29317|EPHA2_HUMAN","0.241879941943564","0.0273238575576952","0.0848303393213573","conditionD-conditionB","HUMAN","0","0"
"sp.P32861.UGPA1_YEAST.2","sp|P32861|UGPA1_YEAST","-0.179983988326718","0.0273253859086046","0.218965517241379","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P16649.TUP1_YEAST.2","sp|P16649|TUP1_YEAST","-0.27336339291408","0.027355952926792","0.219554030874786","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P47096.3HAO_YEAST.2","sp|P47096|3HAO_YEAST","-0.265236161206907","0.0273712364358857","0.219554030874786","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q8WTS1.ABHD5_HUMAN.2","sp|Q8WTS1|ABHD5_HUMAN","-0.611631549863268","0.0274163227877121","0.219554030874786","conditionD-conditionC","HUMAN","0","0"
"sp.Q9NQT4.EXOS5_HUMAN.1","sp|Q9NQT4|EXOS5_HUMAN","-0.158704786811033","0.0274361913495339","0.0854870775347912","conditionD-conditionB","HUMAN","0","0"
"sp.P32472.FKBP2_YEAST","sp|P32472|FKBP2_YEAST","-0.218880252879675","0.0274675225431759","0.189681335356601","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P17106.CBF1_YEAST.1","sp|P17106|CBF1_YEAST","-0.344109051747557","0.0274980895613633","0.0854870775347912","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9Y2Z9.COQ6_HUMAN","sp|Q9Y2Z9|COQ6_HUMAN","-0.203835799115346","0.0275103163686382","0.189681335356601","conditionC-conditionB","HUMAN","0","0"
"sp.Q6ZRI0.OTOG_HUMAN.1","sp|Q6ZRI0|OTOG_HUMAN","1.49352890141015","0.027513373070457","0.0854870775347912","conditionD-conditionB","HUMAN","0","0"
"sp.P26754.RFA2_YEAST.1","sp|P26754|RFA2_YEAST","-0.406743827225247","0.0275752712822864","0.0854870775347912","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P27614.CBPS_YEAST","sp|P27614|CBPS_YEAST","-0.306466810546027","0.0276035457741097","0.189681335356601","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q9BSC4.NOL10_HUMAN","sp|Q9BSC4|NOL10_HUMAN","-0.188121114632988","0.0276188292832034","0.189681335356601","conditionC-conditionB","HUMAN","0","0"
"sp.P21264.PUR6_YEAST.2","sp|P21264|PUR6_YEAST","-0.163919804117894","0.0276501604768455","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P53192.GET1_YEAST.2","sp|P53192|GET1_YEAST","-0.608484669641566","0.0277120586886749","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P07236.SYTM_YEAST.1","sp|P07236|SYTM_YEAST","-1.02727826706699","0.027714351215039","0.086395233366435","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P38779.CIC1_YEAST","sp|P38779|CIC1_YEAST","-0.426638919112454","0.0277265780223139","0.191842900302115","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q8IWR0.Z3H7A_HUMAN.2","sp|Q8IWR0|Z3H7A_HUMAN","0.238618480821623","0.0277273421977686","0.220910623946037","conditionD-conditionC","HUMAN","0","0"
"sp.Q9BQ61.TRIR_HUMAN","sp|Q9BQ61|TRIR_HUMAN","0.302802296002449","0.027757909215956","0.191842900302115","conditionC-conditionB","HUMAN","0","0"
"sp.P08574.CY1_HUMAN","sp|P08574|CY1_HUMAN","0.103882018122164","0.0277731927250497","0.191842900302115","conditionC-conditionB","HUMAN","0","0"
"sp.Q07657.SHS1_YEAST.2","sp|Q07657|SHS1_YEAST","-0.457225162385452","0.0278618370777931","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P33297.PRS6A_YEAST","sp|P33297|PRS6A_YEAST","-0.258839197635147","0.0278839981659789","0.193693693693694","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P32610.VATD_YEAST.1","sp|P32610|VATD_YEAST","-0.332197781509143","0.0279038667278007","0.0879446640316206","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P53235.EIF2A_YEAST","sp|P53235|EIF2A_YEAST","-0.242583447928604","0.0279122726578022","0.193693693693694","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q9BRX5.PSF3_HUMAN.1","sp|Q9BRX5|PSF3_HUMAN","0.16847193754573","0.0279344337459881","0.0879446640316206","conditionD-conditionB","HUMAN","0","0"
"sp.P32528.DUR1_YEAST.2","sp|P32528|DUR1_YEAST","-0.531802266855394","0.0279497172550818","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q05123.ARP9_YEAST","sp|Q05123|ARP9_YEAST","-0.499038839411259","0.0279703499923582","0.193693693693694","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q68CZ2.TENS3_HUMAN.2","sp|Q68CZ2|TENS3_HUMAN","0.179353001941297","0.0279779917469051","0.220910623946037","conditionD-conditionC","HUMAN","0","0"
"sp.P32368.SAC1_YEAST","sp|P32368|SAC1_YEAST","-0.192971322329109","0.0280016811860003","0.193693693693694","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P32321.DCTD_HUMAN.1","sp|P32321|DCTD_HUMAN","0.184924709402813","0.0280246064496408","0.0879446640316206","conditionD-conditionB","HUMAN","0","0"
"sp.P40483.YIK8_YEAST.2","sp|P40483|YIK8_YEAST","-0.487389413507286","0.0280521167660095","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q05518.PAL1_YEAST.1","sp|Q05518|PAL1_YEAST","-0.8816878638088","0.0280551734678282","0.0879446640316206","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P40513.MAM33_YEAST","sp|P40513|MAM33_YEAST","-0.305421527547218","0.0280658719241938","0.194902548725637","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P33302.PDR5_YEAST.2","sp|P33302|PDR5_YEAST","-0.237401817082247","0.0280674002751032","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q12363.WTM1_YEAST.2","sp|Q12363|WTM1_YEAST","-0.208388081647781","0.0280956747669265","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9HAU8.RNPL1_HUMAN.1","sp|Q9HAU8|RNPL1_HUMAN","0.184058856481967","0.0281155433287483","0.0879446640316206","conditionD-conditionB","HUMAN","0","0"
"sp.P07143.CY1_YEAST.2","sp|P07143|CY1_YEAST","-0.362190196131088","0.0282011309796729","0.220910623946037","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9NV88.INT9_HUMAN","sp|Q9NV88|INT9_HUMAN","0.285437558253168","0.0282263487696775","0.2","conditionC-conditionB","HUMAN","0","0"
"sp.Q96CS2.HAUS1_HUMAN","sp|Q96CS2|HAUS1_HUMAN","0.474278429398114","0.0282546232615008","0.2","conditionC-conditionB","HUMAN","0","0"
"sp.Q03921.DOP1_YEAST.1","sp|Q03921|DOP1_YEAST","-0.382513806382002","0.0282576799633196","0.0884086444007859","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P32775.GLGB_YEAST.1","sp|P32775|GLGB_YEAST","-0.364009289832989","0.0282867186305976","0.0884086444007859","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9UNK9.ANGE1_HUMAN","sp|Q9UNK9|ANGE1_HUMAN","-0.446653497331326","0.0282966529115085","0.2","conditionC-conditionB","HUMAN","0","0"
"sp.P21127.CD11B_HUMAN.1","sp|P21127|CD11B_HUMAN","0.11483516109139","0.0283020021396913","0.0884086444007859","conditionD-conditionB","HUMAN","0","0"
"sp.Q07807.PUF3_YEAST.1","sp|Q07807|PUF3_YEAST","-1.00325905766049","0.0283325691578786","0.0884086444007859","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q04338.VTI1_YEAST.1","sp|Q04338|VTI1_YEAST","-0.454528129018529","0.0283639003515207","0.0884086444007859","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P25567.SRO9_YEAST.2","sp|P25567|SRO9_YEAST","-0.261177103844494","0.0283715421060676","0.225589225589226","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P54105.ICLN_HUMAN.1","sp|P54105|ICLN_HUMAN","0.123699452524397","0.0283791838606144","0.0884086444007859","conditionD-conditionB","HUMAN","0","0"
"sp.P53551.H1_YEAST.1","sp|P53551|H1_YEAST","-0.612602624214968","0.0284235060369861","0.089128305582762","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q12680.GLT1_YEAST","sp|Q12680|GLT1_YEAST","-0.219991679953431","0.0284380253706251","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q12458.YPR1_YEAST.2","sp|Q12458|YPR1_YEAST","-0.288881489573148","0.0284464313006266","0.227805695142379","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.O00423.EMAL1_HUMAN.1","sp|O00423|EMAL1_HUMAN","-0.618055619729185","0.0284800550206327","0.089128305582762","conditionD-conditionB","HUMAN","0","0"
"sp.P63000.RAC1_HUMAN.2","sp|P63000|RAC1_HUMAN","0.0871545221543126","0.0284800550206327","0.227805695142379","conditionD-conditionC","HUMAN","0","0"
"sp.Q15363.TMED2_HUMAN","sp|Q15363|TMED2_HUMAN","0.285750770704766","0.0285006877579092","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.P38764.RPN1_YEAST.2","sp|P38764|RPN1_YEAST","-0.160370857342958","0.0285083295124561","0.227805695142379","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9H4A6.GOLP3_HUMAN.1","sp|Q9H4A6|GOLP3_HUMAN","0.20996739742079","0.0285098578633654","0.089128305582762","conditionD-conditionB","HUMAN","0","0"
"sp.Q9Y240.CLC11_HUMAN","sp|Q9Y240|CLC11_HUMAN","0.36945100234486","0.0285450099342809","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.Q8N9M1.CS047_HUMAN","sp|Q8N9M1|CS047_HUMAN","-0.336789586841568","0.028578633654287","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.P23180.AIM17_YEAST","sp|P23180|AIM17_YEAST","-0.229036788928726","0.0286252483570228","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q92576.PHF3_HUMAN.2","sp|Q92576|PHF3_HUMAN","-0.209759465605368","0.0286466452697539","0.230514096185738","conditionD-conditionC","HUMAN","0","0"
"sp.P38788.SSZ1_YEAST.2","sp|P38788|SSZ1_YEAST","-0.246120556595825","0.0286619287788476","0.230514096185738","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q13084.RM28_HUMAN.2","sp|Q13084|RM28_HUMAN","0.292571313302771","0.0287085434815834","0.230514096185738","conditionD-conditionC","HUMAN","0","0"
"sp.P12612.TCPA_YEAST.1","sp|P12612|TCPA_YEAST","-0.412063082421287","0.0287184777624943","0.0918866080156403","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P21306.ATP5E_YEAST.2","sp|P21306|ATP5E_YEAST","-0.328510796130967","0.0287238269906771","0.230514096185738","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q86UY5.FA83A_HUMAN","sp|Q86UY5|FA83A_HUMAN","0.144149407669699","0.0287253553415864","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.Q12040.YO283_YEAST","sp|Q12040|YO283_YEAST","-0.153712736804565","0.0287559223597738","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P46965.SPC1_YEAST","sp|P46965|SPC1_YEAST","-0.422675049394214","0.0287872535534159","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.O95801.TTC4_HUMAN.1","sp|O95801|TTC4_HUMAN","-0.231298805065524","0.0287926027815987","0.0918866080156403","conditionD-conditionB","HUMAN","0","0"
"sp.P39105.PLB1_YEAST","sp|P39105|PLB1_YEAST","-0.317795400476294","0.0288178205716032","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P16550.APA1_YEAST.2","sp|P16550|APA1_YEAST","-0.247078999314279","0.0288361607825157","0.230514096185738","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P38715.GRE3_YEAST","sp|P38715|GRE3_YEAST","-0.224300018840648","0.0288491517652453","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q12377.RPN6_YEAST.2","sp|Q12377|RPN6_YEAST","-0.325218504047097","0.0288911814152529","0.230514096185738","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9HD20.AT131_HUMAN","sp|Q9HD20|AT131_HUMAN","0.127196748824703","0.0288950022925264","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.Q86X10.RLGPB_HUMAN","sp|Q86X10|RLGPB_HUMAN","-0.308778625467129","0.0289232767843497","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.P53278.YG3A_YEAST.1","sp|P53278|YG3A_YEAST","-0.353060090287235","0.0289316827143512","0.0924124513618677","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q13057.COASY_HUMAN","sp|Q13057|COASY_HUMAN","0.103507009606208","0.0289385602934434","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.P17480.UBF1_HUMAN.2","sp|P17480|UBF1_HUMAN","0.119666098567807","0.028951551276173","0.233443708609272","conditionD-conditionC","HUMAN","0","0"
"sp.P48681.NEST_HUMAN.1","sp|P48681|NEST_HUMAN","0.278437669531423","0.0289653064343573","0.0924124513618677","conditionD-conditionB","HUMAN","0","0"
"sp.Q86TP1.PRUN1_HUMAN.1","sp|Q86TP1|PRUN1_HUMAN","0.214454968667743","0.028980589943451","0.0924124513618677","conditionD-conditionB","HUMAN","0","0"
"sp.Q02785.PDR12_YEAST","sp|Q02785|PDR12_YEAST","-0.240434025691018","0.0290447806816445","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q96IY1.NSL1_HUMAN.1","sp|Q96IY1|NSL1_HUMAN","0.332553847860394","0.0291028580162005","0.0924124513618677","conditionD-conditionB","HUMAN","0","0"
"sp.P30822.XPO1_YEAST.1","sp|P30822|XPO1_YEAST","-0.335979029678795","0.0291181415252942","0.0924124513618677","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P07213.TOM70_YEAST","sp|P07213|TOM70_YEAST","-0.190296110483548","0.0291540577716644","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P32798.COT1_YEAST.1","sp|P32798|COT1_YEAST","-0.809274008290041","0.0292075500534923","0.0931134820562561","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q8N4Q1.MIA40_HUMAN","sp|Q8N4Q1|MIA40_HUMAN","0.211677193063247","0.0292427021244078","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.P28321.MGLL_YEAST","sp|P28321|MGLL_YEAST","-0.708111662818154","0.0292579856335015","0.200581395348837","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.O15127.SCAM2_HUMAN","sp|O15127|SCAM2_HUMAN","-0.210124236244652","0.0292877884762341","0.200581395348837","conditionC-conditionB","HUMAN","0","0"
"sp.P41058.RS29B_YEAST.1","sp|P41058|RS29B_YEAST","-0.313820903317321","0.0293023078098731","0.0931134820562561","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P38791.DHYS_YEAST.2","sp|P38791|DHYS_YEAST","-0.13032636872058","0.0293168271435122","0.234710743801653","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P50914.RL14_HUMAN.1","sp|P50914|RL14_HUMAN","0.297420135788533","0.0293603851444292","0.0931134820562561","conditionD-conditionB","HUMAN","0","0"
"sp.Q03690.CLU_YEAST.2","sp|Q03690|CLU_YEAST","-0.133165218804566","0.0293634418462479","0.235584843492586","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9Y605.MOFA1_HUMAN.2","sp|Q9Y605|MOFA1_HUMAN","0.7795817724332","0.0293940088644353","0.235584843492586","conditionD-conditionC","HUMAN","0","0"
"sp.Q9NWS8.RMND1_HUMAN.1","sp|Q9NWS8|RMND1_HUMAN","0.587059789391608","0.0294230475317133","0.0939012584704743","conditionD-conditionB","HUMAN","0","0"
"sp.Q02784.GLRX5_YEAST.1","sp|Q02784|GLRX5_YEAST","-0.354514032187858","0.0295285037444597","0.0939012584704743","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q92947.GCDH_HUMAN.2","sp|Q92947|GCDH_HUMAN","0.172393089742462","0.0295338529726425","0.236453201970443","conditionD-conditionC","HUMAN","0","0"
"sp.Q86SX6.GLRX5_HUMAN.1","sp|Q86SX6|GLRX5_HUMAN","0.195530294023902","0.0296033929390188","0.0945945945945946","conditionD-conditionB","HUMAN","0","0"
"sp.Q9BSJ2.GCP2_HUMAN.1","sp|Q9BSJ2|GCP2_HUMAN","0.208501903377853","0.0296186764481125","0.0945945945945946","conditionD-conditionB","HUMAN","0","0"
"sp.P47017.LSM1_YEAST.1","sp|P47017|LSM1_YEAST","-0.538655900002327","0.0296339599572062","0.0945945945945946","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9Y2S7.PDIP2_HUMAN","sp|Q9Y2S7|PDIP2_HUMAN","0.10437802543299","0.0297180192572215","0.205420827389444","conditionC-conditionB","HUMAN","0","0"
"sp.Q05636.RRP45_YEAST.2","sp|Q05636|RRP45_YEAST","-0.664908977467248","0.0297241326608589","0.236453201970443","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q5K4L6.S27A3_HUMAN","sp|Q5K4L6|S27A3_HUMAN","0.557090634102308","0.0297333027663151","0.205420827389444","conditionC-conditionB","HUMAN","0","0"
"sp.P35189.TAF14_YEAST.1","sp|P35189|TAF14_YEAST","-0.308594764429513","0.0297676906617759","0.0954676952748312","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P46779.RL28_HUMAN.1","sp|P46779|RL28_HUMAN","0.149144695313444","0.029813541189057","0.0963391136801541","conditionD-conditionB","HUMAN","0","0"
"sp.P27999.RPB9_YEAST.1","sp|P27999|RPB9_YEAST","-0.321808606200561","0.0298609200672474","0.0979827089337176","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P0CX25.RL43A_YEAST.sp.P0CX26.RL43B_YEAST.2","sp|P0CX25|RL43A_YEAST;sp|P0CX26|RL43B_YEAST","-0.284613489886212","0.0298991288399817","0.237315875613748","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P38795.NADE_YEAST.1","sp|P38795|NADE_YEAST","-0.449294548824033","0.0299197615772581","0.0979827089337176","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q8IXI1.MIRO2_HUMAN.2","sp|Q8IXI1|MIRO2_HUMAN","0.106857740775798","0.0299304600336237","0.237315875613748","conditionD-conditionC","HUMAN","0","0"
"sp.P54113.PUR91_YEAST.2","sp|P54113|PUR91_YEAST","-0.184359828418764","0.0300672474400122","0.238172920065253","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q03135.CAV1_HUMAN","sp|Q03135|CAV1_HUMAN","0.730076602303097","0.0300680116154669","0.205420827389444","conditionC-conditionB","HUMAN","0","0"
"sp.Q9H857.NT5D2_HUMAN.1","sp|Q9H857|NT5D2_HUMAN","0.269469342341417","0.0300741250191044","0.0979827089337176","conditionD-conditionB","HUMAN","0","0"
"sp.P50548.ERF_HUMAN.2","sp|P50548|ERF_HUMAN","-1.16257876633109","0.0300825309491059","0.238172920065253","conditionD-conditionC","HUMAN","0","0"
"sp.P07737.PROF1_HUMAN.1","sp|P07737|PROF1_HUMAN","0.154538257614547","0.0301367874063885","0.0987535953978907","conditionD-conditionB","HUMAN","0","0"
"sp.P39078.TCPD_YEAST.1","sp|P39078|TCPD_YEAST","-0.405960990369882","0.0301520709154822","0.0987535953978907","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q12335.PST2_YEAST","sp|Q12335|PST2_YEAST","-0.246175655151731","0.0301749961791227","0.205420827389444","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P38716.YHR2_YEAST.2","sp|P38716|YHR2_YEAST","-0.325730644587972","0.0301788170563961","0.239413680781759","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P29704.ERG9_YEAST.1","sp|P29704|ERG9_YEAST","-0.36090268394851","0.0302605838300474","0.0996168582375479","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9BW83.IFT27_HUMAN","sp|Q9BW83|IFT27_HUMAN","-0.13473932128473","0.0302812165673239","0.205420827389444","conditionC-conditionB","HUMAN","0","0"
"sp.Q9H9L3.I20L2_HUMAN","sp|Q9H9L3|I20L2_HUMAN","-0.357024662825636","0.0303591624637017","0.205420827389444","conditionC-conditionB","HUMAN","0","0"
"sp.Q9NP64.ZCC17_HUMAN","sp|Q9NP64|ZCC17_HUMAN","0.458180141354054","0.0304806663609965","0.205420827389444","conditionC-conditionB","HUMAN","0","0"
"sp.Q9Y6D5.BIG2_HUMAN.1","sp|Q9Y6D5|BIG2_HUMAN","0.139237023334157","0.0305127617300932","0.102380952380952","conditionD-conditionB","HUMAN","0","0"
"sp.Q9H633.RPP21_HUMAN.2","sp|Q9H633|RPP21_HUMAN","-0.223457377414231","0.0305463854500993","0.24390243902439","conditionD-conditionC","HUMAN","0","0"
"sp.P53616.SUN4_YEAST","sp|P53616|SUN4_YEAST","-0.30614517472244","0.0305578480819196","0.205420827389444","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P54760.EPHB4_HUMAN.1","sp|P54760|EPHB4_HUMAN","-0.275913670738117","0.0305876509246523","0.102380952380952","conditionD-conditionB","HUMAN","0","0"
