"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp.Q53LP3.SWAHC_HUMAN","sp|Q53LP3|SWAHC_HUMAN","-0.106562000599752","0.137465230016812","0.477383863080685","conditionC-conditionB","HUMAN","0","0"
"sp.P38260.FES1_YEAST","sp|P38260|FES1_YEAST","-0.436445827410771","0.137509552193184","0.477383863080685","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q06546.GABPA_HUMAN.2","sp|Q06546|GABPA_HUMAN","-0.075902899000031","0.137514137245912","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q6FI81.CPIN1_HUMAN.2","sp|Q6FI81|CPIN1_HUMAN","0.1334875364795","0.137529420755005","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.O14548.COX7R_HUMAN.2","sp|O14548|COX7R_HUMAN","-0.136009336014565","0.137544704264099","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.P80428.ARP4_YEAST.1","sp|P80428|ARP4_YEAST","-0.139449391598376","0.137593611493199","0.378217821782178","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P20585.MSH3_HUMAN.2","sp|P20585|MSH3_HUMAN","0.158656728839798","0.137616536756839","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q14696.MESD_HUMAN.1","sp|Q14696|MESD_HUMAN","0.095921684906985","0.137624178511386","0.378217821782178","conditionD-conditionB","HUMAN","0","0"
"sp.P08638.LEUR_YEAST.2","sp|P08638|LEUR_YEAST","-1.11374852751877","0.13766238728412","0.523989898989899","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.O00255.MEN1_HUMAN.1","sp|O00255|MEN1_HUMAN","-0.106617922768584","0.137790768760507","0.378525482434438","conditionD-conditionB","HUMAN","0","0"
"sp.P25373.GLRX1_YEAST.2","sp|P25373|GLRX1_YEAST","-0.177465717131442","0.137818279076876","0.523989898989899","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q8TBX8.PI42C_HUMAN.1","sp|Q8TBX8|PI42C_HUMAN","0.139550838854719","0.137900810025982","0.378765432098765","conditionD-conditionB","HUMAN","0","0"
"sp.Q96SY0.INT14_HUMAN.1","sp|Q96SY0|INT14_HUMAN","0.214815425655537","0.137959651535993","0.378765432098765","conditionD-conditionB","HUMAN","0","0"
"sp.Q15477.SKI2_HUMAN.1","sp|Q15477|SKI2_HUMAN","0.121550170801415","0.138038361607825","0.378765432098765","conditionD-conditionB","HUMAN","0","0"
"sp.Q9Y2H0.DLGP4_HUMAN.1","sp|Q9Y2H0|DLGP4_HUMAN","0.191797379960333","0.138068928626013","0.378765432098765","conditionD-conditionB","HUMAN","0","0"
"sp.Q6KB66.K2C80_HUMAN","sp|Q6KB66|K2C80_HUMAN","-0.130836834381419","0.138078098731469","0.477784540474741","conditionC-conditionB","HUMAN","0","0"
"sp.O00743.PPP6_HUMAN","sp|O00743|PPP6_HUMAN","0.139905941374698","0.138093382240562","0.477784540474741","conditionC-conditionB","HUMAN","0","0"
"sp.P39929.SNF7_YEAST","sp|P39929|SNF7_YEAST","-0.20424637840264","0.138138468592389","0.477784540474741","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P38234.RFS1_YEAST.1","sp|P38234|RFS1_YEAST","-0.254452210277115","0.138144581996026","0.379565646594274","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.O60927.PP1RB_HUMAN","sp|O60927|PP1RB_HUMAN","0.163362138579032","0.138203423506037","0.477784540474741","conditionC-conditionB","HUMAN","0","0"
"sp.Q9P0M9.RM27_HUMAN.1","sp|Q9P0M9|RM27_HUMAN","0.171951160253833","0.13820877273422","0.379615952732644","conditionD-conditionB","HUMAN","0","0"
"sp.Q99766.ATP5S_HUMAN","sp|Q99766|ATP5S_HUMAN","-0.134623706514977","0.138218707015131","0.477784540474741","conditionC-conditionB","HUMAN","0","0"
"sp.P42883.THI12_YEAST.2","sp|P42883|THI12_YEAST","-0.275973358999079","0.138218707015131","0.523989898989899","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P20810.ICAL_HUMAN","sp|P20810|ICAL_HUMAN","0.197598861238234","0.138233990524224","0.477784540474741","conditionC-conditionB","HUMAN","0","0"
"sp.P09457.ATPO_YEAST.2","sp|P09457|ATPO_YEAST","-0.194572340183381","0.138278312700596","0.523989898989899","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.O94905.ERLN2_HUMAN.1","sp|O94905|ERLN2_HUMAN","0.0828801372112746","0.138311172245147","0.379615952732644","conditionD-conditionB","HUMAN","0","0"
"sp.Q6S8J3.POTEE_HUMAN.1","sp|Q6S8J3|POTEE_HUMAN","-0.226121701211897","0.138326455754241","0.379615952732644","conditionD-conditionB","HUMAN","0","0"
"sp.P16070.CD44_HUMAN.1","sp|P16070|CD44_HUMAN","0.0643369199926926","0.138341739263335","0.379615952732644","conditionD-conditionB","HUMAN","0","0"
"sp.P39007.STT3_YEAST.2","sp|P39007|STT3_YEAST","-0.23823381489319","0.138369249579704","0.523989898989899","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q6ZU65.UBN2_HUMAN.2","sp|Q6ZU65|UBN2_HUMAN","0.660956163808163","0.138413571756075","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q9GZL7.WDR12_HUMAN","sp|Q9GZL7|WDR12_HUMAN","0.0748619213040573","0.138488460950634","0.477784540474741","conditionC-conditionB","HUMAN","0","0"
"sp.Q9HBH1.DEFM_HUMAN.1","sp|Q9HBH1|DEFM_HUMAN","0.160623436319852","0.138505272810637","0.379615952732644","conditionD-conditionB","HUMAN","0","0"
"sp.P62701.RS4X_HUMAN.2","sp|P62701|RS4X_HUMAN","0.0553022529667118","0.138536604004279","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q5T9L3.WLS_HUMAN.2","sp|Q5T9L3|WLS_HUMAN","0.270402865997392","0.138577869478832","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.P15586.GNS_HUMAN.1","sp|P15586|GNS_HUMAN","0.103132400856943","0.138621427479749","0.380088278567925","conditionD-conditionB","HUMAN","0","0"
"sp.P30419.NMT1_HUMAN.1","sp|P30419|NMT1_HUMAN","0.109852088052579","0.138707779306129","0.380088278567925","conditionD-conditionB","HUMAN","0","0"
"sp.D6VTK4.STE2_YEAST.1","sp|D6VTK4|STE2_YEAST","-1.50802890470552","0.138736817973407","0.380088278567925","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q9BTE6.AASD1_HUMAN.1","sp|Q9BTE6|AASD1_HUMAN","0.0980636251543423","0.138848387589791","0.380088278567925","conditionD-conditionB","HUMAN","0","0"
"sp.P00492.HPRT_HUMAN","sp|P00492|HPRT_HUMAN","-0.0695569149327842","0.13888583218707","0.478155339805825","conditionC-conditionB","HUMAN","0","0"
"sp.Q8IUF8.RIOX2_HUMAN.2","sp|Q8IUF8|RIOX2_HUMAN","0.274125146296844","0.138893473941617","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.P00966.ASSY_HUMAN.1","sp|P00966|ASSY_HUMAN","0.0826359282352165","0.138895002292526","0.380088278567925","conditionD-conditionB","HUMAN","0","0"
"sp.O75886.STAM2_HUMAN.1","sp|O75886|STAM2_HUMAN","-0.363074063405535","0.138924040959804","0.380088278567925","conditionD-conditionB","HUMAN","0","0"
"sp.O00567.NOP56_HUMAN.2","sp|O00567|NOP56_HUMAN","0.0525469682980368","0.138927097661623","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q32P41.TRM5_HUMAN","sp|Q32P41|TRM5_HUMAN","-0.183944891911091","0.138946966223445","0.478155339805825","conditionC-conditionB","HUMAN","0","0"
"sp.P11940.PABP1_HUMAN.2","sp|P11940|PABP1_HUMAN","0.0527956639675597","0.139005043558001","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.P33775.PMT1_YEAST.2","sp|P33775|PMT1_YEAST","-0.318429816101522","0.139050129909827","0.523989898989899","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P40429.RL13A_HUMAN","sp|P40429|RL13A_HUMAN","0.0760203379056748","0.139128075806205","0.478155339805825","conditionC-conditionB","HUMAN","0","0"
"sp.P54725.RD23A_HUMAN","sp|P54725|RD23A_HUMAN","0.15407958991184","0.139157114473483","0.478155339805825","conditionC-conditionB","HUMAN","0","0"
"sp.Q5TFE4.NT5D1_HUMAN","sp|Q5TFE4|NT5D1_HUMAN","0.110115935548297","0.139172397982577","0.478155339805825","conditionC-conditionB","HUMAN","0","0"
"sp.P63208.SKP1_HUMAN.1","sp|P63208|SKP1_HUMAN","0.0768592291163621","0.1392006724744","0.380088278567925","conditionD-conditionB","HUMAN","0","0"
"sp.P30825.CTR1_HUMAN.1","sp|P30825|CTR1_HUMAN","0.124981917278113","0.139229711141678","0.380088278567925","conditionD-conditionB","HUMAN","0","0"
"sp.Q8NB78.KDM1B_HUMAN.1","sp|Q8NB78|KDM1B_HUMAN","-0.649118111218355","0.139317591318967","0.380392156862745","conditionD-conditionB","HUMAN","0","0"
"sp.P40227.TCPZ_HUMAN.1","sp|P40227|TCPZ_HUMAN","0.0726939568264484","0.139390187987162","0.381185693287604","conditionD-conditionB","HUMAN","0","0"
"sp.P32590.HSP79_YEAST.2","sp|P32590|HSP79_YEAST","-0.240476250214542","0.139390187987162","0.523989898989899","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P56211.ARP19_HUMAN.2","sp|P56211|ARP19_HUMAN","-0.0657722746926321","0.139465077181721","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.P46100.ATRX_HUMAN.2","sp|P46100|ATRX_HUMAN","0.0916231618969601","0.139480360690815","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q6VMQ6.MCAF1_HUMAN.2","sp|Q6VMQ6|MCAF1_HUMAN","1.27828145820162","0.139525447042641","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.O14979.HNRDL_HUMAN.1","sp|O14979|HNRDL_HUMAN","0.0896241517767731","0.13952697539355","0.381488736532811","conditionD-conditionB","HUMAN","0","0"
"sp.P62318.SMD3_HUMAN.1","sp|P62318|SMD3_HUMAN","0.0859730049210317","0.139616383921748","0.38160469667319","conditionD-conditionB","HUMAN","0","0"
"sp.O60287.NPA1P_HUMAN.2","sp|O60287|NPA1P_HUMAN","0.0855461340074939","0.139630903255387","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q7L5Y9.MAEA_HUMAN.2","sp|Q7L5Y9|MAEA_HUMAN","-0.234118587594223","0.139646186764481","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.P05067.A4_HUMAN.1","sp|P05067|A4_HUMAN","-0.243805697147796","0.139650007641755","0.38160469667319","conditionD-conditionB","HUMAN","0","0"
"sp.Q9NP64.ZCC17_HUMAN.2","sp|Q9NP64|ZCC17_HUMAN","-0.299828149292058","0.139676753782669","0.523989898989899","conditionD-conditionC","HUMAN","0","0"
"sp.Q9Y5J6.T10B_HUMAN.1","sp|Q9Y5J6|T10B_HUMAN","-0.284871356368605","0.13976998318814","0.382209188660802","conditionD-conditionB","HUMAN","0","0"
"sp.Q99643.C560_HUMAN.2","sp|Q99643|C560_HUMAN","0.120796419702666","0.139796729329054","0.526182965299685","conditionD-conditionC","HUMAN","0","0"
"sp.Q969E2.SCAM4_HUMAN.1","sp|Q969E2|SCAM4_HUMAN","-0.232197737758426","0.139813541189057","0.382209188660802","conditionD-conditionB","HUMAN","0","0"
"sp.Q9Y4X5.ARI1_HUMAN","sp|Q9Y4X5|ARI1_HUMAN","0.103941455566163","0.139834173926333","0.481503941782899","conditionC-conditionB","HUMAN","0","0"
"sp.Q9NQ92.COPRS_HUMAN.2","sp|Q9NQ92|COPRS_HUMAN","0.214193504047328","0.139935045086352","0.526481715006305","conditionD-conditionC","HUMAN","0","0"
"sp.P26374.RAE2_HUMAN.1","sp|P26374|RAE2_HUMAN","0.122945963646091","0.139961027051811","0.383113714006833","conditionD-conditionB","HUMAN","0","0"
"sp.P38166.SFT2_YEAST.1","sp|P38166|SFT2_YEAST","-0.318331686270904","0.140020632737276","0.383113714006833","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P49354.FNTA_HUMAN.2","sp|P49354|FNTA_HUMAN","-0.0934016952492964","0.140081766773651","0.527410207939509","conditionD-conditionC","HUMAN","0","0"
"sp.Q7KZN9.COX15_HUMAN.1","sp|Q7KZN9|COX15_HUMAN","0.141768056272371","0.140108512914565","0.383113714006833","conditionD-conditionB","HUMAN","0","0"
"sp.P11940.PABP1_HUMAN.1","sp|P11940|PABP1_HUMAN","0.0608411800597999","0.140183402109124","0.383227693807899","conditionD-conditionB","HUMAN","0","0"
"sp.Q9NWU1.OXSM_HUMAN.1","sp|Q9NWU1|OXSM_HUMAN","-0.143489090161195","0.140198685618218","0.383227693807899","conditionD-conditionB","HUMAN","0","0"
"sp.P39936.IF4F2_YEAST.2","sp|P39936|IF4F2_YEAST","-0.815037452142766","0.140308726883693","0.52896725440806","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P36404.ARL2_HUMAN","sp|P36404|ARL2_HUMAN","-0.204840019096542","0.140325538743696","0.482132041187159","conditionC-conditionB","HUMAN","0","0"
"sp.Q8TF05.PP4R1_HUMAN","sp|Q8TF05|PP4R1_HUMAN","0.326910213536371","0.140390493657344","0.482132041187159","conditionC-conditionB","HUMAN","0","0"
"sp.Q12273.YO11B_YEAST","sp|Q12273|YO11B_YEAST","-0.376142581789757","0.140515818431912","0.482153660012099","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q99757.THIOM_HUMAN","sp|Q99757|THIOM_HUMAN","0.266315728409147","0.140573895766468","0.482153660012099","conditionC-conditionB","HUMAN","0","0"
"sp.Q6BDS2.BLT3A_HUMAN.1","sp|Q6BDS2|BLT3A_HUMAN","-0.162177838350869","0.140580009170105","0.384502923976608","conditionD-conditionB","HUMAN","0","0"
"sp.Q13438.OS9_HUMAN","sp|Q13438|OS9_HUMAN","0.17113497447876","0.14066559682103","0.483071342200726","conditionC-conditionB","HUMAN","0","0"
"sp.P30740.ILEU_HUMAN.1","sp|P30740|ILEU_HUMAN","0.087104884594984","0.140758826226502","0.385700389105058","conditionD-conditionB","HUMAN","0","0"
"sp.P08670.VIME_HUMAN.1","sp|P08670|VIME_HUMAN","0.0679745567514374","0.140836772122879","0.385700389105058","conditionD-conditionB","HUMAN","0","0"
"sp.P27694.RFA1_HUMAN.1","sp|P27694|RFA1_HUMAN","0.0892931112643645","0.140852055631973","0.385700389105058","conditionD-conditionB","HUMAN","0","0"
"sp.O00750.P3C2B_HUMAN.1","sp|O00750|P3C2B_HUMAN","0.228154670597154","0.140897906159254","0.385700389105058","conditionD-conditionB","HUMAN","0","0"
"sp.P33204.ARPC4_YEAST","sp|P33204|ARPC4_YEAST","-0.275472128677582","0.140986550511998","0.484592145015106","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q99766.ATP5S_HUMAN.1","sp|Q99766|ATP5S_HUMAN","0.151173814913001","0.14101788170564","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.P51402.RL37B_YEAST.1","sp|P51402|RL37B_YEAST","-0.630895181047676","0.141048448723827","0.385990338164251","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P24821.TENA_HUMAN.2","sp|P24821|TENA_HUMAN","0.690881691542264","0.14106526058383","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.Q96BM9.ARL8A_HUMAN.2","sp|Q96BM9|ARL8A_HUMAN","0.432685339633958","0.141080544092924","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.Q9H4K7.MTG2_HUMAN.1","sp|Q9H4K7|MTG2_HUMAN","0.327591133596261","0.141140149778389","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.O75306.NDUS2_HUMAN","sp|O75306|NDUS2_HUMAN","0.0676312438225821","0.141148555708391","0.484647802528597","conditionC-conditionB","HUMAN","0","0"
"sp.Q9NYM9.BET1L_HUMAN","sp|Q9NYM9|BET1L_HUMAN","0.206854440836868","0.141209689744765","0.484647802528597","conditionC-conditionB","HUMAN","0","0"
"sp.Q04951.SCW10_YEAST.1","sp|Q04951|SCW10_YEAST","-0.43273301590286","0.141258596973865","0.385990338164251","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q8NHV4.NEDD1_HUMAN","sp|Q8NHV4|NEDD1_HUMAN","-0.254663580890438","0.141363289011157","0.484647802528597","conditionC-conditionB","HUMAN","0","0"
"sp.Q9P2K3.RCOR3_HUMAN.1","sp|Q9P2K3|RCOR3_HUMAN","0.198321728126039","0.141366345712976","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.Q9Y678.COPG1_HUMAN","sp|Q9Y678|COPG1_HUMAN","0.0670958192139697","0.141378572520251","0.484647802528597","conditionC-conditionB","HUMAN","0","0"
"sp.P33331.NTF2_YEAST","sp|P33331|NTF2_YEAST","-0.187292129443144","0.141407611187529","0.484647802528597","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q9Y584.TIM22_HUMAN.2","sp|Q9Y584|TIM22_HUMAN","0.150031858931619","0.141477151153905","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.Q0VG06.FP100_HUMAN.1","sp|Q0VG06|FP100_HUMAN","-0.419052082252461","0.141552040348464","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.Q9NYV4.CDK12_HUMAN","sp|Q9NYV4|CDK12_HUMAN","-0.268638964506799","0.141563502980284","0.484647802528597","conditionC-conditionB","HUMAN","0","0"
"sp.Q96TC7.RMD3_HUMAN.2","sp|Q96TC7|RMD3_HUMAN","0.0921504130491915","0.141584899893015","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.O75665.OFD1_HUMAN.1","sp|O75665|OFD1_HUMAN","0.321854162057818","0.14165749656121","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.Q86WC4.OSTM1_HUMAN.1","sp|Q86WC4|OSTM1_HUMAN","-0.223360971899034","0.141672780070304","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.P19211.IF5A2_YEAST","sp|P19211|IF5A2_YEAST","-0.598849633630318","0.141716338071221","0.484957882069795","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P33399.LHP1_YEAST.2","sp|P33399|LHP1_YEAST","-0.814251683551537","0.141753782668501","0.529595015576324","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9Y2V7.COG6_HUMAN.2","sp|Q9Y2V7|COG6_HUMAN","0.369690472381897","0.141769066177594","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.O00231.PSD11_HUMAN","sp|O00231|PSD11_HUMAN","0.0526227094799676","0.141801161546691","0.484975961538462","conditionC-conditionB","HUMAN","0","0"
"sp.Q92599.SEPT8_HUMAN.1","sp|Q92599|SEPT8_HUMAN","0.127092281089007","0.141806510774874","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.P46100.ATRX_HUMAN","sp|P46100|ATRX_HUMAN","-0.0712630940214591","0.141831728564878","0.484975961538462","conditionC-conditionB","HUMAN","0","0"
"sp.P40540.EMC5_YEAST","sp|P40540|EMC5_YEAST","-0.211009014908739","0.141969280146722","0.485338120885697","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q969T4.UB2E3_HUMAN.sp.Q96LR5.UB2E2_HUMAN.1","sp|Q969T4|UB2E3_HUMAN;sp|Q96LR5|UB2E2_HUMAN","-0.20398059398449","0.14198532783127","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.Q9ULR0.ISY1_HUMAN","sp|Q9ULR0|ISY1_HUMAN","-0.136061996940562","0.142031942534006","0.485338120885697","conditionC-conditionB","HUMAN","0","0"
"sp.O75822.EIF3J_HUMAN.2","sp|O75822|EIF3J_HUMAN","-0.0768882851048964","0.14205716032401","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.Q13243.SRSF5_HUMAN","sp|Q13243|SRSF5_HUMAN","0.213738386787249","0.142122879413113","0.485338120885697","conditionC-conditionB","HUMAN","0","0"
"sp.Q96GW9.SYMM_HUMAN.2","sp|Q96GW9|SYMM_HUMAN","0.266893080062548","0.142187834326761","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.P61201.CSN2_HUMAN.1","sp|P61201|CSN2_HUMAN","0.106434872264947","0.14222833562586","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.O43776.SYNC_HUMAN","sp|O43776|SYNC_HUMAN","0.0530251286698142","0.142293290539508","0.485338120885697","conditionC-conditionB","HUMAN","0","0"
"sp.Q0VGL1.LTOR4_HUMAN","sp|Q0VGL1|LTOR4_HUMAN","0.133744099285655","0.142308574048602","0.485338120885697","conditionC-conditionB","HUMAN","0","0"
"sp.P14625.ENPL_HUMAN.2","sp|P14625|ENPL_HUMAN","0.0516309396064347","0.142310866574966","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.Q15796.SMAD2_HUMAN.1","sp|Q15796|SMAD2_HUMAN","0.144545119210113","0.14233608436497","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.Q6N069.NAA16_HUMAN.2","sp|Q6N069|NAA16_HUMAN","-0.28356968238332","0.142341433593153","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.Q12125.GET4_YEAST.1","sp|Q12125|GET4_YEAST","-0.207517723101168","0.142351367874064","0.385990338164251","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P61289.PSME3_HUMAN.1","sp|P61289|PSME3_HUMAN","0.0621451634198227","0.142366651383158","0.385990338164251","conditionD-conditionB","HUMAN","0","0"
"sp.P50583.AP4A_HUMAN","sp|P50583|AP4A_HUMAN","-0.0976855810319535","0.142447653981354","0.485338120885697","conditionC-conditionB","HUMAN","0","0"
"sp.Q9P013.CWC15_HUMAN.2","sp|Q9P013|CWC15_HUMAN","-0.163536901200343","0.142455295735901","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.P43594.MIC19_YEAST","sp|P43594|MIC19_YEAST","-0.343217477621885","0.142462937490448","0.485338120885697","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.O95232.LC7L3_HUMAN.2","sp|O95232|LC7L3_HUMAN","0.0995608878369119","0.14254317591319","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.Q8N5K1.CISD2_HUMAN.2","sp|Q8N5K1|CISD2_HUMAN","0.071900012773602","0.142558459422283","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.P06576.ATPB_HUMAN.1","sp|P06576|ATPB_HUMAN","0.073689430085313","0.14257909215956","0.38676967648479","conditionD-conditionB","HUMAN","0","0"
"sp.Q96MF7.NSE2_HUMAN.1","sp|Q96MF7|NSE2_HUMAN","-0.856018367470559","0.142653217178664","0.386987951807229","conditionD-conditionB","HUMAN","0","0"
"sp.Q66PJ3.AR6P4_HUMAN.1","sp|Q66PJ3|AR6P4_HUMAN","0.206673522532387","0.142888583218707","0.386987951807229","conditionD-conditionB","HUMAN","0","0"
"sp.P38837.NSG1_YEAST.2","sp|P38837|NSG1_YEAST","-0.169060545809029","0.142946660553263","0.529595015576324","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q9Y2G8.DJC16_HUMAN","sp|Q9Y2G8|DJC16_HUMAN","-0.350093781749012","0.142952009781446","0.486260454002389","conditionC-conditionB","HUMAN","0","0"
"sp.Q86WV6.STING_HUMAN.1","sp|Q86WV6|STING_HUMAN","-0.19038130540083","0.142969585816904","0.386987951807229","conditionD-conditionB","HUMAN","0","0"
"sp.Q8WVX3.CD003_HUMAN.1","sp|Q8WVX3|CD003_HUMAN","0.318461543463961","0.142984869325997","0.386987951807229","conditionD-conditionB","HUMAN","0","0"
"sp.P02788.TRFL_HUMAN.2","sp|P02788|TRFL_HUMAN","0.0729500894577058","0.143005502063274","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.P39019.RS19_HUMAN","sp|P39019|RS19_HUMAN","0.0784871616658123","0.143010851291457","0.486260454002389","conditionC-conditionB","HUMAN","0","0"
"sp.P25786.PSA1_HUMAN","sp|P25786|PSA1_HUMAN","0.083908986391819","0.14302613480055","0.486260454002389","conditionC-conditionB","HUMAN","0","0"
"sp.P53199.ERG26_YEAST","sp|P53199|ERG26_YEAST","-0.229467570133835","0.143098731468745","0.48661511005354","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P01120.RAS2_YEAST.2","sp|P01120|RAS2_YEAST","-0.0775291325415477","0.143100259819655","0.529595015576324","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q05932.FOLC_HUMAN.1","sp|Q05932|FOLC_HUMAN","-0.196065356969552","0.14312394925875","0.387578237843043","conditionD-conditionB","HUMAN","0","0"
"sp.Q96RU2.UBP28_HUMAN.2","sp|Q96RU2|UBP28_HUMAN","0.435502890664274","0.143131591013297","0.529595015576324","conditionD-conditionC","HUMAN","0","0"
"sp.P41214.EIF2D_HUMAN.2","sp|P41214|EIF2D_HUMAN","-0.137067469330129","0.14322023536604","0.529850746268657","conditionD-conditionC","HUMAN","0","0"
"sp.Q06625.GDE_YEAST.1","sp|Q06625|GDE_YEAST","-0.543999545523899","0.143233990524224","0.387578237843043","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.P52272.HNRPM_HUMAN","sp|P52272|HNRPM_HUMAN","0.0719181018223907","0.143292832034235","0.48661511005354","conditionC-conditionB","HUMAN","0","0"
"sp.Q9UI10.EI2BD_HUMAN.1","sp|Q9UI10|EI2BD_HUMAN","0.107848062207564","0.143295124560599","0.387686387686388","conditionD-conditionB","HUMAN","0","0"
"sp.Q99287.SEY1_YEAST.2","sp|Q99287|SEY1_YEAST","-0.278340132172771","0.143372306281522","0.529850746268657","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q6NXT1.ANR54_HUMAN","sp|Q6NXT1|ANR54_HUMAN","0.492769135580461","0.143385297264252","0.48661511005354","conditionC-conditionB","HUMAN","0","0"
"sp.Q01976.ADPP_YEAST.2","sp|Q01976|ADPP_YEAST","-0.17521990516259","0.143416628457894","0.529850746268657","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.P08243.ASNS_HUMAN.1","sp|P08243|ASNS_HUMAN","0.0761419606005482","0.14343726119517","0.387686387686388","conditionD-conditionB","HUMAN","0","0"
"sp.P25362.PET18_YEAST","sp|P25362|PET18_YEAST","-0.163395620595198","0.143449488002445","0.48661511005354","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.O43237.DC1L2_HUMAN","sp|O43237|DC1L2_HUMAN","0.0921163873444684","0.143536604004279","0.48661511005354","conditionC-conditionB","HUMAN","0","0"
"sp.Q86YA3.ZGRF1_HUMAN","sp|Q86YA3|ZGRF1_HUMAN","0.673047961848131","0.143609200672474","0.48661511005354","conditionC-conditionB","HUMAN","0","0"
"sp.Q9H9E3.COG4_HUMAN","sp|Q9H9E3|COG4_HUMAN","-0.161566526242918","0.143624484181568","0.48661511005354","conditionC-conditionB","HUMAN","0","0"
"sp.P10869.AK_YEAST","sp|P10869|AK_YEAST","-0.854768039888885","0.143655051199755","0.48692033293698","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q96T23.RSF1_HUMAN.2","sp|Q96T23|RSF1_HUMAN","0.109670918147525","0.14386137857252","0.530284301606922","conditionD-conditionC","HUMAN","0","0"
"sp.P30626.SORCN_HUMAN.1","sp|P30626|SORCN_HUMAN","0.0878403445252953","0.143922512608895","0.388116914230954","conditionD-conditionB","HUMAN","0","0"
