DEA,expression_type,MVI,Normalization,label
limma,dlfq,zero,center.mean,2.0
SAM,top0,SeqKNN,center.median,2.0
DEP,dlfq,bpca,max,2.0
limma,LFQ,Impseq,div.mean,2.0
ROTS,LFQ,missForest,TIC,2.0
ROTS,dlfq,SeqKNN,MBQN,2.0
limma,top0,No_MVI,lossf,2.0
limma,top3,zero,center.mean,2.0
ttest,dlfq,knn,Rlr,2.0
limma,LFQ,zero,lossf,2.0
DEP,dlfq,Impseq,max,2.0
SAM,dlfq,MinProb,Rlr,2.0
SAM,top0,Impseq,center.median,2.0
ttest,dlfq,MinProb,center.mean,2.0
DEqMS,LFQ,MinProb,No_norm,2.0
limma,top3,No_MVI,quantiles,2.0
SAM,LFQ,missForest,lossf,2.0
DEP,LFQ,MinDet,center.mean,2.0
DEP,dlfq,missForest,max,2.0
ttest,LFQ,SeqKNN,center.median,2.0
proDA,top3,SeqKNN,TIC,2.0
SAM,dlfq,mice,Rlr,2.0
limma,dlfq,QRILC,TIC,2.0
SAM,dlfq,mice,center.median,2.0
limma,dlfq,knn,vsn,2.0
ROTS,LFQ,zero,center.mean,2.0
DEqMS,top0,No_MVI,Rlr,2.0
DEP,top3,zero,center.mean,2.0
limma,dlfq,nbavg,sum,2.0
ROTS,dlfq,min,center.mean,2.0
limma,LFQ,missForest,MBQN,2.0
DEqMS,dlfq,Impseq,TIC,2.0
SAM,top3,SeqKNN,center.mean,2.0
limma,top0,min,No_norm,2.0
DEP,top3,No_MVI,quantiles,2.0
DEP,top3,QRILC,quantiles,2.0
DEqMS,dlfq,nbavg,MBQN,2.0
SAM,dlfq,MinDet,lossf,2.0
limma,dlfq,knn,MBQN,2.0
limma,top3,SeqKNN,div.mean,2.0
limma,top0,No_MVI,No_norm,2.0
SAM,dlfq,nbavg,lossf,2.0
limma,top0,QRILC,TIC,2.0
SAM,top3,missForest,No_norm,2.0
DEP,top0,zero,lossf,2.0
DEP,top3,MinDet,quantiles,2.0
ROTS,dlfq,knn,TIC,2.0
limma,top3,SeqKNN,vsn,2.0
DEqMS,dlfq,mice,quantiles,2.0
DEqMS,top0,No_MVI,lossf,2.0
DEP,dlfq,min,Rlr,2.0
ROTS,top3,mice,TIC,2.0
DEP,dlfq,Impseqrob,max,2.0
ROTS,dlfq,MinProb,MBQN,2.0
limma,LFQ,missForest,div.mean,2.0
limma,LFQ,bpca,div.mean,2.0
limma,top3,missForest,div.mean,2.0
SAM,top0,MinProb,Rlr,2.0
SAM,top0,MinProb,lossf,2.0
SAM,top3,knn,center.median,2.0
SAM,top0,MinProb,center.mean,2.0
ROTS,dlfq,knn,MBQN,2.0
ROTS,top0,nbavg,TIC,2.0
limma,LFQ,min,No_norm,2.0
DEqMS,LFQ,Impseq,TIC,2.0
DEP,LFQ,No_MVI,No_norm,2.0
ttest,LFQ,knn,lossf,2.0
DEP,dlfq,QRILC,max,2.0
limma,top3,bpca,vsn,2.0
SAM,top0,bpca,center.median,2.0
limma,LFQ,mice,div.median,2.0
DEP,top0,Impseqrob,quantiles,2.0
limma,LFQ,Impseq,vsn,2.0
limma,LFQ,MinDet,TIC,2.0
ROTS,dlfq,Impseqrob,TIC,2.0
DEP,dlfq,MinProb,TIC,2.0
SAM,top3,Impseq,center.mean,2.0
proDA,top0,No_MVI,center.median,2.0
DEP,dlfq,missForest,vsn,2.0
DEqMS,top0,Impseqrob,quantiles,2.0
SAM,dlfq,Impseqrob,Rlr,2.0
DEP,dlfq,min,lossf,2.0
proDA,top0,QRILC,No_norm,2.0
DEP,dlfq,Impseq,vsn,2.0
ttest,dlfq,bpca,center.median,2.0
proDA,top0,MinDet,TIC,2.0
limma,top3,missForest,vsn,2.0
limma,dlfq,MinProb,div.median,2.0
DEqMS,LFQ,MinProb,center.mean,2.0
ROTS,dlfq,nbavg,TIC,2.0
proDA,LFQ,No_MVI,No_norm,2.0
SAM,top3,missForest,center.mean,2.0
limma,dlfq,mice,div.median,2.0
DEP,top0,MinDet,No_norm,2.0
SAM,top3,bpca,No_norm,2.0
SAM,dlfq,MinProb,lossf,2.0
SAM,top3,MinProb,lossf,2.0
DEP,dlfq,mice,max,2.0
ttest,LFQ,missForest,center.median,2.0
limma,dlfq,knn,sum,2.0
SAM,dlfq,bpca,center.mean,2.0
ROTS,top3,min,No_norm,2.0
ttest,LFQ,missForest,Rlr,2.0
DEP,dlfq,missForest,sum,2.0
SAM,top3,Impseq,lossf,2.0
DEP,dlfq,min,center.median,2.0
limma,top0,Impseq,MBQN,2.0
DEP,dlfq,SeqKNN,vsn,2.0
DEqMS,top3,MinDet,quantiles,2.0
limma,LFQ,missForest,vsn,2.0
limma,dlfq,nbavg,div.median,2.0
limma,top0,SeqKNN,MBQN,2.0
ROTS,dlfq,zero,Rlr,2.0
ROTS,dlfq,MinDet,MBQN,2.0
DEqMS,LFQ,MinDet,No_norm,2.0
DEqMS,dlfq,MinProb,MBQN,2.0
DEP,dlfq,nbavg,vsn,2.0
proDA,top3,MinDet,TIC,2.0
ttest,dlfq,nbavg,center.mean,2.0
DEP,top0,No_MVI,Rlr,2.0
limma,top3,bpca,max,2.0
ROTS,top0,No_MVI,quantiles,2.0
DEP,dlfq,knn,max,2.0
proDA,dlfq,MinDet,TIC,2.0
ROTS,top3,knn,MBQN,2.0
ROTS,LFQ,MinProb,TIC,2.0
SAM,dlfq,bpca,Rlr,2.0
ttest,top3,Impseq,center.median,2.0
SAM,LFQ,mice,center.mean,2.0
ttest,dlfq,min,lossf,2.0
limma,LFQ,bpca,vsn,2.0
DEP,top0,QRILC,No_norm,2.0
DEqMS,dlfq,SeqKNN,TIC,2.0
ttest,dlfq,SeqKNN,max,2.0
DEP,dlfq,Impseq,div.median,2.0
DEqMS,top3,No_MVI,No_norm,2.0
SAM,dlfq,MinDet,Rlr,2.0
SAM,top3,MinDet,lossf,2.0
SAM,dlfq,SeqKNN,center.mean,2.0
DEqMS,top0,nbavg,quantiles,2.0
DEP,top0,No_MVI,center.median,2.0
SAM,dlfq,Impseqrob,lossf,2.0
DEP,dlfq,missForest,div.median,2.0
DEP,top0,mice,No_norm,2.0
limma,top0,missForest,MBQN,2.0
DEqMS,LFQ,No_MVI,center.mean,2.0
DEP,LFQ,zero,Rlr,2.0
ROTS,dlfq,min,quantiles,2.0
SAM,dlfq,Impseqrob,center.median,2.0
limma,LFQ,mice,div.mean,2.0
DEqMS,dlfq,MinDet,quantiles,2.0
DEP,top0,knn,quantiles,2.0
proDA,dlfq,bpca,TIC,2.0
limma,top3,missForest,MBQN,2.0
SAM,top3,mice,Rlr,2.0
ROTS,dlfq,nbavg,MBQN,2.0
limma,dlfq,MinProb,div.mean,2.0
ROTS,dlfq,zero,lossf,2.0
limma,dlfq,mice,MBQN,2.0
SAM,top0,Impseq,Rlr,2.0
SAM,top3,MinDet,Rlr,2.0
SAM,top3,nbavg,Rlr,2.0
DEP,dlfq,MinProb,max,2.0
DEP,top0,MinDet,quantiles,2.0
limma,dlfq,mice,div.mean,2.0
DEqMS,LFQ,Impseqrob,quantiles,2.0
ROTS,top0,Impseq,MBQN,2.0
SAM,top3,knn,No_norm,2.0
limma,dlfq,knn,div.median,2.0
DEP,top0,No_MVI,lossf,2.0
DEqMS,dlfq,bpca,TIC,2.0
limma,LFQ,min,quantiles,2.0
limma,top0,bpca,MBQN,2.0
DEqMS,LFQ,MinDet,center.mean,2.0
ROTS,top0,MinProb,MBQN,2.0
DEqMS,top3,QRILC,quantiles,2.0
SAM,top3,QRILC,lossf,2.0
limma,LFQ,mice,max,2.0
SAM,top3,missForest,lossf,2.0
limma,dlfq,No_MVI,max,2.0
limma,dlfq,MinDet,div.median,2.0
SAM,top3,nbavg,lossf,2.0
limma,LFQ,zero,center.mean,2.0
limma,top3,Impseq,MBQN,2.0
SAM,top3,MinDet,quantiles,2.0
proDA,top0,No_MVI,Rlr,2.0
ttest,dlfq,MinDet,center.mean,2.0
limma,dlfq,nbavg,div.mean,2.0
DEP,dlfq,bpca,vsn,2.0
DEP,dlfq,zero,max,2.0
DEqMS,top0,No_MVI,center.mean,2.0
SAM,top0,missForest,No_norm,2.0
DEP,LFQ,SeqKNN,MBQN,2.0
ROTS,LFQ,QRILC,TIC,2.0
DEqMS,dlfq,MinDet,MBQN,2.0
DEqMS,dlfq,min,lossf,2.0
limma,dlfq,No_MVI,sum,2.0
limma,LFQ,MinProb,TIC,2.0
DEP,LFQ,SeqKNN,max,2.0
limma,LFQ,QRILC,TIC,2.0
DEqMS,dlfq,missForest,TIC,2.0
ROTS,top3,MinProb,MBQN,2.0
ROTS,dlfq,Impseq,vsn,2.0
ROTS,top0,missForest,MBQN,2.0
DEqMS,LFQ,knn,quantiles,2.0
DEqMS,dlfq,zero,No_norm,2.0
ttest,dlfq,mice,Rlr,2.0
limma,top0,bpca,div.median,2.0
SAM,top0,missForest,Rlr,2.0
SAM,top0,Impseq,center.mean,2.0
SAM,top0,Impseq,quantiles,2.0
limma,top3,Impseqrob,max,2.0
SAM,top3,bpca,center.mean,2.0
DEqMS,dlfq,min,Rlr,2.0
DEP,dlfq,SeqKNN,div.median,2.0
DEP,LFQ,nbavg,quantiles,2.0
DEqMS,dlfq,No_MVI,MBQN,2.0
limma,top3,knn,div.median,2.0
limma,top0,Impseq,div.median,2.0
limma,top0,missForest,div.median,2.0
limma,top3,mice,div.median,2.0
SAM,top0,SeqKNN,No_norm,2.0
limma,top0,MinProb,MBQN,2.0
DEP,dlfq,mice,MBQN,2.0
SAM,top3,knn,lossf,2.0
SAM,top3,QRILC,center.mean,2.0
ttest,dlfq,knn,center.mean,2.0
proDA,dlfq,SeqKNN,TIC,2.0
DEqMS,dlfq,MinDet,TIC,2.0
SAM,top3,MinDet,No_norm,2.0
ROTS,LFQ,MinDet,TIC,2.0
limma,top0,MinDet,MBQN,2.0
SAM,top0,bpca,quantiles,2.0
SAM,top3,Impseqrob,No_norm,2.0
ROTS,top0,SeqKNN,MBQN,2.0
proDA,dlfq,MinProb,TIC,2.0
DEP,dlfq,MinDet,TIC,2.0
DEP,dlfq,nbavg,max,2.0
SAM,top0,bpca,No_norm,2.0
proDA,top0,No_MVI,lossf,2.0
SAM,top3,QRILC,Rlr,2.0
ttest,LFQ,MinDet,lossf,2.0
DEqMS,dlfq,mice,MBQN,2.0
limma,top0,Impseq,vsn,2.0
ROTS,top0,No_MVI,No_norm,2.0
limma,top0,zero,center.median,2.0
proDA,dlfq,missForest,TIC,2.0
DEP,dlfq,MinDet,max,2.0
DEP,dlfq,Impseqrob,vsn,2.0
limma,top0,bpca,vsn,2.0
SAM,top3,Impseqrob,center.median,2.0
DEP,top3,Impseq,div.median,2.0
DEP,dlfq,No_MVI,max,2.0
limma,top0,missForest,vsn,2.0
DEP,dlfq,No_MVI,MBQN,2.0
ROTS,LFQ,min,No_norm,2.0
SAM,top3,MinProb,No_norm,2.0
SAM,LFQ,nbavg,lossf,2.0
SAM,top0,SeqKNN,Rlr,2.0
limma,LFQ,zero,Rlr,2.0
ROTS,top3,Impseq,MBQN,2.0
DEP,LFQ,SeqKNN,div.median,2.0
DEqMS,dlfq,MinProb,TIC,2.0
DEP,dlfq,bpca,div.median,2.0
SAM,top3,nbavg,No_norm,2.0
limma,top3,MinProb,vsn,2.0
proDA,LFQ,Impseq,TIC,2.0
SAM,top3,nbavg,center.mean,2.0
limma,top3,zero,Rlr,2.0
ttest,dlfq,mice,center.median,2.0
ROTS,dlfq,MLE,No_norm,2.0
ttest,dlfq,min,Rlr,2.0
SAM,top0,bpca,Rlr,2.0
DEP,LFQ,missForest,max,2.0
limma,dlfq,knn,div.mean,2.0
DEP,top3,SeqKNN,MBQN,2.0
SAM,top0,MinDet,quantiles,2.0
limma,dlfq,MinDet,div.mean,2.0
DEP,dlfq,Impseq,div.mean,2.0
SAM,dlfq,QRILC,max,2.0
limma,dlfq,QRILC,MBQN,2.0
DEqMS,LFQ,SeqKNN,MBQN,2.0
DEqMS,dlfq,nbavg,vsn,2.0
DEP,dlfq,No_MVI,sum,2.0
ttest,top3,Impseq,lossf,2.0
DEP,top3,MinProb,TIC,2.0
SAM,dlfq,mice,center.mean,2.0
DEqMS,top3,No_MVI,quantiles,2.0
DEP,top0,Impseq,TIC,2.0
DEP,top0,No_MVI,center.mean,2.0
ttest,dlfq,bpca,center.mean,2.0
SAM,top3,mice,center.median,2.0
limma,LFQ,No_MVI,quantiles,2.0
DEqMS,top3,SeqKNN,TIC,2.0
ttest,top3,MinProb,center.median,2.0
ROTS,top0,bpca,MBQN,2.0
ROTS,dlfq,bpca,vsn,2.0
limma,top0,SeqKNN,div.median,2.0
ROTS,LFQ,bpca,TIC,2.0
ttest,top3,MinProb,lossf,2.0
ROTS,top0,QRILC,div.median,2.0
proDA,top0,No_MVI,center.mean,2.0
limma,top3,zero,lossf,3.0
DEP,LFQ,QRILC,center.mean,3.0
ttest,dlfq,mice,lossf,3.0
limma,top3,Impseqrob,vsn,3.0
limma,LFQ,Impseq,MBQN,3.0
SAM,top0,mice,center.median,3.0
SAM,top0,Impseq,No_norm,3.0
SAM,top3,bpca,Rlr,3.0
ttest,top3,SeqKNN,lossf,3.0
SAM,top3,mice,center.mean,3.0
SAM,top0,SeqKNN,lossf,3.0
proDA,top3,missForest,TIC,3.0
DEP,dlfq,min,center.mean,3.0
DEqMS,LFQ,QRILC,center.median,3.0
DEP,top0,QRILC,quantiles,3.0
SAM,dlfq,nbavg,center.mean,3.0
ROTS,top3,MinDet,MBQN,3.0
DEqMS,top0,No_MVI,No_norm,3.0
SAM,top0,SeqKNN,center.mean,3.0
limma,top0,SeqKNN,vsn,3.0
proDA,top0,Impseq,TIC,3.0
proDA,top0,missForest,TIC,3.0
DEqMS,LFQ,missForest,TIC,3.0
DEqMS,dlfq,knn,quantiles,3.0
DEqMS,top0,MinDet,quantiles,3.0
SAM,dlfq,QRILC,center.mean,3.0
limma,top3,QRILC,max,3.0
ttest,dlfq,missForest,max,3.0
ROTS,dlfq,mice,TIC,3.0
limma,top3,Impseqrob,div.median,3.0
ttest,dlfq,min,center.median,3.0
SAM,dlfq,MinProb,center.median,3.0
ROTS,top0,Impseqrob,MBQN,3.0
DEqMS,top3,SeqKNN,MBQN,3.0
ttest,dlfq,Impseqrob,center.median,3.0
SAM,top0,MinDet,center.mean,3.0
ttest,top3,missForest,center.median,3.0
limma,top0,Impseq,div.mean,3.0
DEP,dlfq,nbavg,sum,3.0
DEP,dlfq,QRILC,MBQN,3.0
SAM,top0,Impseq,lossf,3.0
SAM,dlfq,mice,lossf,3.0
limma,dlfq,No_MVI,TIC,3.0
DEqMS,top0,SeqKNN,MBQN,3.0
proDA,LFQ,SeqKNN,MBQN,3.0
DEqMS,top0,knn,quantiles,3.0
limma,dlfq,mice,sum,3.0
proDA,top3,No_MVI,No_norm,3.0
SAM,top0,MinProb,quantiles,3.0
ttest,LFQ,nbavg,Rlr,3.0
limma,top3,MinProb,div.median,3.0
proDA,top0,SeqKNN,TIC,3.0
proDA,top3,bpca,TIC,3.0
DEP,dlfq,MinProb,MBQN,3.0
ROTS,top0,knn,MBQN,3.0
ttest,top3,MinDet,lossf,3.0
ttest,LFQ,Impseqrob,lossf,3.0
DEP,dlfq,Impseqrob,div.median,3.0
ttest,top3,SeqKNN,center.median,3.0
DEP,dlfq,missForest,div.mean,3.0
limma,top0,bpca,div.mean,3.0
SAM,top0,bpca,center.mean,3.0
SAM,LFQ,Impseq,lossf,3.0
limma,top3,knn,MBQN,3.0
DEP,LFQ,bpca,max,3.0
SAM,top0,bpca,lossf,3.0
SAM,top3,knn,center.mean,3.0
SAM,dlfq,MinDet,center.median,3.0
proDA,top0,bpca,TIC,3.0
limma,top3,MinDet,vsn,3.0
ttest,top3,MinDet,center.median,3.0
limma,top3,QRILC,vsn,3.0
ttest,top3,missForest,lossf,3.0
DEqMS,LFQ,min,lossf,3.0
ROTS,top0,QRILC,div.mean,3.0
SAM,top3,bpca,lossf,3.0
SAM,dlfq,No_MVI,center.median,3.0
limma,top0,Impseqrob,MBQN,3.0
ttest,top3,Impseq,Rlr,3.0
SAM,top0,QRILC,center.median,3.0
DEP,dlfq,MinDet,MBQN,3.0
SAM,top0,nbavg,center.mean,3.0
SAM,top3,QRILC,No_norm,3.0
limma,LFQ,bpca,MBQN,3.0
SAM,top0,knn,No_norm,3.0
DEP,LFQ,min,lossf,3.0
limma,top3,bpca,MBQN,3.0
ttest,LFQ,SeqKNN,center.mean,3.0
SAM,top0,nbavg,center.median,3.0
SAM,dlfq,missForest,quantiles,3.0
DEP,top0,missForest,TIC,3.0
DEP,LFQ,SeqKNN,vsn,3.0
DEqMS,top0,SeqKNN,TIC,3.0
ttest,LFQ,mice,Rlr,3.0
limma,top0,No_MVI,quantiles,3.0
limma,top0,MinProb,vsn,3.0
limma,top0,SeqKNN,max,3.0
ROTS,top0,MinDet,MBQN,3.0
DEP,top3,Impseq,vsn,3.0
SAM,top0,missForest,center.mean,3.0
limma,top3,nbavg,vsn,3.0
ROTS,dlfq,QRILC,max,3.0
SAM,top3,SeqKNN,quantiles,3.0
ttest,dlfq,Impseq,max,3.0
DEP,LFQ,MinProb,quantiles,3.0
limma,top0,SeqKNN,div.mean,3.0
SAM,top0,missForest,lossf,3.0
DEP,top3,SeqKNN,div.median,3.0
limma,top0,missForest,div.mean,3.0
DEP,top3,zero,quantiles,3.0
SAM,top0,Impseqrob,center.median,3.0
DEqMS,top3,Impseq,TIC,3.0
SAM,top3,mice,No_norm,3.0
SAM,dlfq,MinProb,center.mean,3.0
limma,top0,knn,MBQN,3.0
DEP,top3,min,Rlr,3.0
DEqMS,top0,Impseq,TIC,3.0
SAM,dlfq,Impseqrob,center.mean,3.0
DEP,top3,min,No_norm,3.0
limma,LFQ,knn,div.median,3.0
SAM,dlfq,SeqKNN,max,3.0
DEqMS,top0,missForest,MBQN,3.0
ttest,LFQ,nbavg,center.median,3.0
ROTS,top3,Impseqrob,MBQN,3.0
SAM,top0,SeqKNN,quantiles,3.0
DEP,dlfq,bpca,div.mean,3.0
DEqMS,top0,bpca,TIC,3.0
ttest,LFQ,bpca,Rlr,3.0
limma,top0,Impseq,max,3.0
DEP,top3,min,center.median,3.0
SAM,top0,Impseqrob,No_norm,3.0
ROTS,top0,QRILC,MBQN,3.0
ttest,LFQ,Impseq,quantiles,3.0
SAM,top3,nbavg,quantiles,3.0
SAM,dlfq,missForest,max,3.0
ttest,top3,SeqKNN,Rlr,3.0
limma,LFQ,mice,vsn,3.0
limma,top3,Impseqrob,MBQN,3.0
DEqMS,top0,missForest,TIC,3.0
ROTS,dlfq,missForest,max,3.0
DEqMS,dlfq,QRILC,quantiles,3.0
ROTS,LFQ,SeqKNN,vsn,3.0
limma,top3,nbavg,div.median,3.0
limma,top3,knn,max,3.0
ROTS,dlfq,MinProb,vsn,3.0
ttest,LFQ,Impseq,center.median,3.0
DEP,dlfq,MinProb,vsn,3.0
limma,top3,missForest,sum,3.0
limma,top3,mice,div.mean,3.0
DEP,top3,missForest,div.median,3.0
ROTS,dlfq,SeqKNN,max,3.0
SAM,LFQ,QRILC,lossf,3.0
proDA,dlfq,MinProb,MBQN,3.0
limma,LFQ,knn,MBQN,3.0
ROTS,LFQ,zero,Rlr,3.0
proDA,LFQ,missForest,MBQN,3.0
proDA,top3,SeqKNN,MBQN,3.0
limma,top3,MinDet,div.median,3.0
ROTS,top3,bpca,MBQN,3.0
DEP,dlfq,SeqKNN,div.mean,3.0
proDA,dlfq,MinDet,MBQN,3.0
limma,top3,Impseqrob,div.mean,3.0
DEP,top3,bpca,div.median,3.0
ttest,dlfq,QRILC,lossf,3.0
SAM,top3,mice,lossf,3.0
ROTS,dlfq,QRILC,MBQN,3.0
proDA,dlfq,knn,MBQN,3.0
SAM,dlfq,MinProb,max,3.0
SAM,top3,Impseqrob,Rlr,3.0
ROTS,top3,zero,quantiles,3.0
ttest,LFQ,min,lossf,3.0
SAM,top0,mice,lossf,3.0
SAM,top0,knn,center.median,3.0
ROTS,top0,min,TIC,3.0
SAM,LFQ,mice,Rlr,3.0
SAM,top0,mice,Rlr,3.0
SAM,dlfq,bpca,max,3.0
limma,top3,MinProb,MBQN,3.0
ttest,LFQ,knn,center.median,3.0
SAM,top0,MinProb,No_norm,3.0
limma,top3,mice,max,3.0
limma,dlfq,QRILC,div.median,3.0
DEqMS,top0,Impseq,MBQN,3.0
DEP,LFQ,SeqKNN,div.mean,3.0
proDA,dlfq,Impseq,div.median,3.0
SAM,dlfq,Impseq,max,3.0
limma,top3,MinDet,MBQN,3.0
DEqMS,LFQ,missForest,MBQN,3.0
DEP,top3,missForest,MBQN,3.0
DEqMS,top0,MinProb,TIC,3.0
DEqMS,top0,QRILC,quantiles,3.0
DEqMS,LFQ,QRILC,No_norm,3.0
limma,top0,MinDet,vsn,3.0
SAM,top3,Impseq,quantiles,3.0
DEP,dlfq,bpca,sum,3.0
proDA,dlfq,zero,TIC,3.0
DEP,top3,min,lossf,3.0
DEqMS,dlfq,Impseqrob,TIC,3.0
limma,LFQ,bpca,sum,3.0
DEP,dlfq,nbavg,TIC,3.0
proDA,dlfq,missForest,sum,3.0
limma,top3,MinDet,max,3.0
SAM,top3,No_MVI,center.median,3.0
SAM,top3,missForest,quantiles,3.0
SAM,top0,missForest,quantiles,3.0
DEP,LFQ,Impseq,max,3.0
proDA,dlfq,Impseq,div.mean,3.0
SAM,dlfq,Impseq,quantiles,3.0
DEP,dlfq,QRILC,vsn,3.0
ROTS,dlfq,MinDet,vsn,3.0
SAM,top3,SeqKNN,TIC,3.0
limma,top3,No_MVI,TIC,3.0
DEP,top0,zero,center.mean,3.0
DEP,LFQ,QRILC,No_norm,3.0
DEqMS,top0,MinProb,MBQN,3.0
limma,top0,MinProb,div.median,3.0
DEqMS,LFQ,QRILC,center.mean,3.0
limma,top0,bpca,max,3.0
ttest,top3,missForest,Rlr,3.0
limma,top3,MinProb,div.mean,3.0
SAM,top3,bpca,quantiles,3.0
DEqMS,top3,missForest,MBQN,3.0
SAM,dlfq,missForest,sum,3.0
ROTS,top3,QRILC,MBQN,3.0
ttest,dlfq,No_MVI,lossf,3.0
DEqMS,top3,MinProb,TIC,3.0
DEP,LFQ,missForest,MBQN,3.0
SAM,dlfq,knn,max,3.0
ttest,LFQ,Impseq,Rlr,3.0
ttest,top3,nbavg,lossf,3.0
DEP,top3,MinDet,TIC,3.0
ROTS,LFQ,SeqKNN,div.median,3.0
ttest,LFQ,bpca,center.median,3.0
SAM,LFQ,mice,center.median,3.0
proDA,dlfq,bpca,div.median,3.0
DEqMS,LFQ,nbavg,TIC,3.0
ROTS,LFQ,knn,MBQN,3.0
DEqMS,top0,bpca,MBQN,3.0
ROTS,dlfq,SeqKNN,div.mean,3.0
ROTS,dlfq,missForest,div.mean,3.0
proDA,dlfq,zero,MBQN,3.0
DEP,dlfq,zero,div.median,3.0
ttest,top3,MinProb,Rlr,3.0
DEP,top0,MinDet,TIC,3.0
ttest,LFQ,MinProb,Rlr,3.0
limma,top3,knn,vsn,3.0
ttest,top3,Impseq,center.mean,3.0
ttest,top3,MinDet,Rlr,3.0
ttest,dlfq,QRILC,max,3.0
limma,top3,knn,div.mean,3.0
ROTS,dlfq,SeqKNN,div.median,3.0
ttest,LFQ,QRILC,lossf,3.0
DEP,top3,Impseqrob,TIC,3.0
SAM,dlfq,bpca,lossf,3.0
proDA,LFQ,SeqKNN,div.median,3.0
proDA,dlfq,bpca,div.mean,3.0
ttest,dlfq,QRILC,Rlr,3.0
DEqMS,LFQ,bpca,TIC,3.0
DEqMS,top3,MinDet,TIC,3.0
SAM,dlfq,mice,max,3.0
limma,LFQ,nbavg,vsn,3.0
limma,top0,mice,div.median,3.0
limma,LFQ,Impseqrob,div.median,3.0
ttest,LFQ,missForest,center.mean,3.0
limma,top3,missForest,max,3.0
DEP,top3,bpca,TIC,3.0
DEP,LFQ,min,Rlr,3.0
DEqMS,dlfq,SeqKNN,max,3.0
DEP,top0,Impseqrob,TIC,3.0
SAM,dlfq,knn,center.median,3.0
ROTS,top0,zero,center.median,3.0
SAM,top3,Impseqrob,lossf,3.0
DEqMS,LFQ,nbavg,quantiles,3.0
DEqMS,top3,nbavg,TIC,3.0
limma,dlfq,mice,vsn,3.0
limma,LFQ,No_MVI,TIC,3.0
DEqMS,dlfq,bpca,max,3.0
ttest,dlfq,min,center.mean,3.0
DEqMS,LFQ,Impseq,MBQN,3.0
DEqMS,top0,MinDet,TIC,3.0
DEP,LFQ,missForest,div.median,3.0
proDA,top3,mice,TIC,3.0
DEqMS,dlfq,Impseq,max,3.0
limma,dlfq,No_MVI,MBQN,3.0
DEP,top0,No_MVI,No_norm,3.0
DEqMS,dlfq,missForest,max,3.0
DEqMS,dlfq,MinProb,vsn,3.0
proDA,top0,MinProb,TIC,3.0
DEP,top0,SeqKNN,MBQN,3.0
proDA,dlfq,bpca,sum,3.0
DEP,LFQ,Impseq,div.median,3.0
SAM,LFQ,SeqKNN,Rlr,3.0
ROTS,top3,SeqKNN,div.median,3.0
limma,LFQ,nbavg,MBQN,3.0
proDA,dlfq,mice,MBQN,3.0
proDA,dlfq,missForest,div.median,3.0
SAM,LFQ,bpca,lossf,3.0
proDA,LFQ,SeqKNN,div.mean,3.0
proDA,dlfq,Impseqrob,TIC,3.0
SAM,LFQ,MinProb,Rlr,3.0
DEP,top3,SeqKNN,vsn,3.0
ROTS,LFQ,SeqKNN,div.mean,3.0
SAM,top3,knn,quantiles,3.0
proDA,top3,Impseq,div.median,3.0
limma,LFQ,knn,div.mean,3.0
ttest,top3,bpca,center.median,3.0
ttest,LFQ,Impseq,center.mean,3.0
ttest,LFQ,MinProb,center.median,3.0
limma,top3,QRILC,div.median,3.0
ROTS,dlfq,bpca,max,3.0
ROTS,LFQ,MLE,lossf,3.0
limma,LFQ,Impseqrob,max,3.0
limma,top0,missForest,max,3.0
DEqMS,top0,Impseqrob,TIC,3.0
DEP,top0,MinProb,TIC,3.0
SAM,top0,knn,center.mean,3.0
SAM,top3,MinProb,quantiles,3.0
ttest,dlfq,zero,No_norm,3.0
ttest,dlfq,No_MVI,Rlr,3.0
ROTS,LFQ,QRILC,max,3.0
limma,dlfq,MLE,No_norm,3.0
DEqMS,dlfq,min,center.median,3.0
ROTS,dlfq,knn,max,3.0
proDA,dlfq,nbavg,Rlr,3.0
proDA,top3,nbavg,TIC,3.0
DEP,dlfq,MinDet,vsn,3.0
DEqMS,top0,MinDet,MBQN,3.0
DEqMS,top0,Impseqrob,MBQN,3.0
limma,top0,MinDet,div.median,3.0
limma,dlfq,QRILC,div.mean,3.0
proDA,dlfq,SeqKNN,div.median,3.0
limma,top0,Impseqrob,vsn,3.0
limma,LFQ,mice,MBQN,3.0
ROTS,dlfq,Impseqrob,max,3.0
ttest,LFQ,mice,center.mean,3.0
ttest,dlfq,MinDet,max,3.0
limma,LFQ,nbavg,div.median,3.0
limma,top3,nbavg,div.mean,3.0
DEqMS,dlfq,nbavg,TIC,3.0
DEqMS,top3,Impseq,MBQN,3.0
DEP,top3,knn,TIC,3.0
DEP,dlfq,nbavg,div.median,3.0
DEP,dlfq,min,quantiles,3.0
DEP,top3,QRILC,TIC,3.0
limma,top0,zero,center.mean,3.0
SAM,top0,Impseqrob,Rlr,3.0
ROTS,top3,knn,div.mean,3.0
DEP,top0,No_MVI,quantiles,3.0
limma,top0,Impseqrob,div.median,3.0
ttest,dlfq,bpca,max,3.0
ROTS,top3,knn,div.median,3.0
SAM,top0,QRILC,Rlr,3.0
DEqMS,LFQ,min,Rlr,3.0
limma,dlfq,No_MVI,vsn,3.0
limma,top0,MinProb,div.mean,3.0
proDA,dlfq,SeqKNN,div.mean,3.0
proDA,dlfq,missForest,div.mean,3.0
