"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P53843|IST1_YEAST","sp|P53843|IST1_YEAST","0.311347440831529","0.026473545490043","0.010727367870225","conditionB-conditionA","YEAST","1","-1"
"sp|P61224|RAP1B_HUMAN","sp|P61224|RAP1B_HUMAN","-0.293690136305802","0.026491116751269","0.010727367870225","conditionB-conditionA","HUMAN","0","0"
"sp|Q8IVD9|NUDC3_HUMAN","sp|Q8IVD9|NUDC3_HUMAN","-0.246041887720438","0.0265560327996876","0.010727367870225","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NS91|RAD18_HUMAN","sp|Q9NS91|RAD18_HUMAN","-0.231702848288666","0.0266111870363139","0.010727367870225","conditionB-conditionA","HUMAN","0","0"
"sp|Q53H82|LACB2_HUMAN","sp|Q53H82|LACB2_HUMAN","-0.23639314881269","0.0267410191331511","0.010727367870225","conditionB-conditionA","HUMAN","0","0"
"sp|Q96E52|OMA1_HUMAN","sp|Q96E52|OMA1_HUMAN","-0.312728080948519","0.0268366848887153","0.0108383389919039","conditionB-conditionA","HUMAN","0","0"
"sp|Q5TZF3|ANR45_HUMAN","sp|Q5TZF3|ANR45_HUMAN","0.258971813184186","0.0269962905115189","0.0108383389919039","conditionB-conditionA","HUMAN","0","0"
"sp|O75865|TPC6A_HUMAN","sp|O75865|TPC6A_HUMAN","-0.268810749017693","0.0271861577508786","0.0108383389919039","conditionB-conditionA","HUMAN","0","0"
"sp|P38806|YNG2_YEAST","sp|P38806|YNG2_YEAST","0.364350816740671","0.0272115384615385","0.0108383389919039","conditionB-conditionA","YEAST","1","-1"
"sp|P14209|CD99_HUMAN","sp|P14209|CD99_HUMAN","0.326789556050169","0.027252538071066","0.0108383389919039","conditionB-conditionA","HUMAN","0","0"
"sp|P25789|PSA4_HUMAN","sp|P25789|PSA4_HUMAN","-0.243290207839181","0.0272774306911363","0.0108383389919039","conditionB-conditionA","HUMAN","0","0"
"sp|P48730|KC1D_HUMAN","sp|P48730|KC1D_HUMAN","-0.246596541292439","0.0273608941819602","0.0108383389919039","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NPD8|UBE2T_HUMAN","sp|Q9NPD8|UBE2T_HUMAN","-0.244001541937147","0.0274663217493167","0.0110879206887555","conditionB-conditionA","HUMAN","0","0"
"sp|P62877|RBX1_HUMAN","sp|P62877|RBX1_HUMAN","-0.276605297615356","0.0275585708707536","0.0110879206887555","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NWH2|TM242_HUMAN","sp|Q9NWH2|TM242_HUMAN","-0.313792960554693","0.0275937133932058","0.0110879206887555","conditionB-conditionA","HUMAN","0","0"
"sp|O95218|ZRAB2_HUMAN","sp|O95218|ZRAB2_HUMAN","-0.239816461134545","0.0276029871144084","0.0110879206887555","conditionB-conditionA","HUMAN","0","0"
"sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN","sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN","-0.248488975074297","0.0278733893010543","0.0114613180515759","conditionB-conditionA","HUMAN","0","0"
"sp|Q9C005|DPY30_HUMAN","sp|Q9C005|DPY30_HUMAN","0.337739794434809","0.0279392815306521","0.0114613180515759","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NWS8|RMND1_HUMAN","sp|Q9NWS8|RMND1_HUMAN","-0.262907311741916","0.027943186255369","0.0114613180515759","conditionB-conditionA","HUMAN","0","0"
"sp|Q13277|STX3_HUMAN","sp|Q13277|STX3_HUMAN","-0.263103469138544","0.02806813744631","0.0114613180515759","conditionB-conditionA","HUMAN","0","0"
"sp|Q96EA4|SPDLY_HUMAN","sp|Q96EA4|SPDLY_HUMAN","-0.270243420525546","0.028089613432253","0.0114613180515759","conditionB-conditionA","HUMAN","0","0"
"sp|P09488|GSTM1_HUMAN","sp|P09488|GSTM1_HUMAN","-0.277745281837834","0.0280935181569699","0.0114613180515759","conditionB-conditionA","HUMAN","0","0"
"sp|Q03373|DIG2_YEAST","sp|Q03373|DIG2_YEAST","0.777903744259823","0.0281354939476767","0.0117096018735363","conditionB-conditionA","YEAST","1","-1"
"sp|Q9Y2K5|R3HD2_HUMAN","sp|Q9Y2K5|R3HD2_HUMAN","-0.388138419665713","0.0281579461147989","0.0117096018735363","conditionB-conditionA","HUMAN","0","0"
"sp|Q16342|PDCD2_HUMAN","sp|Q16342|PDCD2_HUMAN","-0.231234981998607","0.0283214564623194","0.0117096018735363","conditionB-conditionA","HUMAN","0","0"
"sp|P0AF20|NAGC_ECOLI","sp|P0AF20|NAGC_ECOLI","-0.515707940328754","0.0284488481062085","0.0117096018735363","conditionB-conditionA","ECOLI","1","2"
"sp|P38555|YPT31_YEAST","sp|P38555|YPT31_YEAST","0.276225022846395","0.0286577508785631","0.0119480519480519","conditionB-conditionA","YEAST","1","-1"
"sp|P02649|APOE_HUMAN","sp|P02649|APOE_HUMAN","-0.247809541048218","0.0286636079656384","0.0119480519480519","conditionB-conditionA","HUMAN","0","0"
"sp|P35659|DEK_HUMAN","sp|P35659|DEK_HUMAN","-0.240640572130117","0.028664096056228","0.0119480519480519","conditionB-conditionA","HUMAN","0","0"
"sp|Q8TAP9|MPLKI_HUMAN","sp|Q8TAP9|MPLKI_HUMAN","-0.388893910902935","0.0287236431081609","0.0119480519480519","conditionB-conditionA","HUMAN","0","0"
"sp|P04128|FIMA1_ECOLI","sp|P04128|FIMA1_ECOLI","-0.448815470135019","0.028924248340492","0.0119480519480519","conditionB-conditionA","ECOLI","1","2"
"sp|Q08920|NCBP2_YEAST","sp|Q08920|NCBP2_YEAST","0.322161096937611","0.0290130808278016","0.0119480519480519","conditionB-conditionA","YEAST","1","-1"
"sp|P60059|SC61G_HUMAN","sp|P60059|SC61G_HUMAN","-0.320779067405049","0.0290628660679422","0.0119480519480519","conditionB-conditionA","HUMAN","0","0"
"sp|P00395|COX1_HUMAN","sp|P00395|COX1_HUMAN","-0.520109934969176","0.0291604841858649","0.0121982870490527","conditionB-conditionA","HUMAN","0","0"
"sp|Q12181|NDOR1_YEAST","sp|Q12181|NDOR1_YEAST","0.548301568945491","0.0292605427567357","0.0121982870490527","conditionB-conditionA","YEAST","1","-1"
"sp|C9J7I0|UMAD1_HUMAN","sp|C9J7I0|UMAD1_HUMAN","-0.281556400811629","0.0293981843030066","0.0121982870490527","conditionB-conditionA","HUMAN","0","0"
"sp|P56730|NETR_HUMAN","sp|P56730|NETR_HUMAN","0.451141603422792","0.0294279578289731","0.0123248572911261","conditionB-conditionA","HUMAN","0","0"
"sp|O15525|MAFG_HUMAN","sp|O15525|MAFG_HUMAN","-0.280639339507033","0.0296715150331902","0.012448132780083","conditionB-conditionA","HUMAN","0","0"
"sp|Q6P2I3|FAH2B_HUMAN","sp|Q6P2I3|FAH2B_HUMAN","-0.376775100240879","0.0297144670050761","0.012448132780083","conditionB-conditionA","HUMAN","0","0"
"sp|Q16656|NRF1_HUMAN","sp|Q16656|NRF1_HUMAN","-0.252468573193084","0.0297622998828583","0.0125647668393782","conditionB-conditionA","HUMAN","0","0"
"sp|Q86VS8|HOOK3_HUMAN","sp|Q86VS8|HOOK3_HUMAN","-0.251850638464921","0.029804275673565","0.0125647668393782","conditionB-conditionA","HUMAN","0","0"
"sp|P56945|BCAR1_HUMAN","sp|P56945|BCAR1_HUMAN","-0.248133817177548","0.0298701679031628","0.0125647668393782","conditionB-conditionA","HUMAN","0","0"
"sp|O14757|CHK1_HUMAN","sp|O14757|CHK1_HUMAN","-0.232100780557923","0.0299316673174541","0.0125647668393782","conditionB-conditionA","HUMAN","0","0"
"sp|P40222|TXLNA_HUMAN","sp|P40222|TXLNA_HUMAN","-0.220742454782247","0.0300942014837954","0.0126877265665458","conditionB-conditionA","HUMAN","0","0"
"sp|Q9UBR2|CATZ_HUMAN","sp|Q9UBR2|CATZ_HUMAN","-0.252616193400115","0.030311889886763","0.0126877265665458","conditionB-conditionA","HUMAN","0","0"
"sp|Q9H4A6|GOLP3_HUMAN","sp|Q9H4A6|GOLP3_HUMAN","-0.249288963998627","0.0303602108551347","0.0128138752265079","conditionB-conditionA","HUMAN","0","0"
"sp|Q8NF91|SYNE1_HUMAN","sp|Q8NF91|SYNE1_HUMAN","-0.259682544060047","0.030587172979305","0.0129366106080207","conditionB-conditionA","HUMAN","0","0"
"sp|P61316|LOLA_ECOLI","sp|P61316|LOLA_ECOLI","-0.432518416118681","0.0306467200312378","0.0129366106080207","conditionB-conditionA","ECOLI","1","2"
"sp|P09668|CATH_HUMAN","sp|P09668|CATH_HUMAN","0.307628901256083","0.0308614798906677","0.0130524683380719","conditionB-conditionA","HUMAN","0","0"
"sp|P63244|RACK1_HUMAN","sp|P63244|RACK1_HUMAN","-0.235927324568426","0.0308619679812573","0.0130524683380719","conditionB-conditionA","HUMAN","0","0"
"sp|P50402|EMD_HUMAN","sp|P50402|EMD_HUMAN","-0.253871821993069","0.0308634322530262","0.0130524683380719","conditionB-conditionA","HUMAN","0","0"
"sp|Q16720|AT2B3_HUMAN","sp|Q16720|AT2B3_HUMAN","0.235228335348772","0.0309371339320578","0.0130524683380719","conditionB-conditionA","HUMAN","0","0"
"sp|Q86YC2|PALB2_HUMAN","sp|Q86YC2|PALB2_HUMAN","-0.340597684179432","0.031170441233893","0.013304055799535","conditionB-conditionA","HUMAN","0","0"
"sp|P38116|ARL1_YEAST","sp|P38116|ARL1_YEAST","0.264356178359956","0.031271475985943","0.013304055799535","conditionB-conditionA","YEAST","1","-1"
"sp|P23769|GATA2_HUMAN","sp|P23769|GATA2_HUMAN","-0.296067034779192","0.0314301054275674","0.0134193548387097","conditionB-conditionA","HUMAN","0","0"
"sp|Q06389|NCS1_YEAST","sp|Q06389|NCS1_YEAST","0.34799076347882","0.0314520695041","0.0134193548387097","conditionB-conditionA","YEAST","1","-1"
"sp|O95400|CD2B2_HUMAN","sp|O95400|CD2B2_HUMAN","-0.253022420916121","0.0315726278797345","0.0134193548387097","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NRR5|UBQL4_HUMAN","sp|Q9NRR5|UBQL4_HUMAN","-0.222208992764807","0.0316922100741898","0.0134193548387097","conditionB-conditionA","HUMAN","0","0"
"sp|Q96S19|MTL26_HUMAN","sp|Q96S19|MTL26_HUMAN","-0.31487771763584","0.0318225302616166","0.0135309278350515","conditionB-conditionA","HUMAN","0","0"
"sp|Q01469|FABP5_HUMAN","sp|Q01469|FABP5_HUMAN","-0.224291741575868","0.0318235064427958","0.0135309278350515","conditionB-conditionA","HUMAN","0","0"
"sp|P69891|HBG1_HUMAN","sp|P69891|HBG1_HUMAN","-0.229626143284083","0.0319401600937134","0.0135309278350515","conditionB-conditionA","HUMAN","0","0"
"sp|P02751|FINC_HUMAN","sp|P02751|FINC_HUMAN","-0.244398054280731","0.0319816477938305","0.0135309278350515","conditionB-conditionA","HUMAN","0","0"
"sp|P43560|LAM5_YEAST","sp|P43560|LAM5_YEAST","0.283154895562728","0.0320411948457634","0.0135309278350515","conditionB-conditionA","YEAST","1","-1"
"sp|O43707|ACTN4_HUMAN","sp|O43707|ACTN4_HUMAN","-0.216411594190163","0.032151503319016","0.0136351942372009","conditionB-conditionA","HUMAN","0","0"
"sp|Q5U623|MCAF2_HUMAN","sp|Q5U623|MCAF2_HUMAN","0.337622422294458","0.0323067161265131","0.0136351942372009","conditionB-conditionA","HUMAN","0","0"
"sp|P38122|PANB_YEAST","sp|P38122|PANB_YEAST","-0.51670021469425","0.0323511323701679","0.0136351942372009","conditionB-conditionA","YEAST","1","-1"
"sp|P40850|MKT1_YEAST","sp|P40850|MKT1_YEAST","0.675999786168981","0.0324160484185865","0.0136351942372009","conditionB-conditionA","YEAST","1","-1"
"sp|Q8TAD8|SNIP1_HUMAN","sp|Q8TAD8|SNIP1_HUMAN","-0.236191562504024","0.0324560718469348","0.0136351942372009","conditionB-conditionA","HUMAN","0","0"
"sp|P14681|KSS1_YEAST","sp|P14681|KSS1_YEAST","0.345298298357596","0.0324941429129246","0.0136351942372009","conditionB-conditionA","YEAST","1","-1"
"sp|Q9NW13|RBM28_HUMAN","sp|Q9NW13|RBM28_HUMAN","-0.232273564112138","0.0325185474424053","0.0136351942372009","conditionB-conditionA","HUMAN","0","0"
"sp|Q12003|ENV7_YEAST","sp|Q12003|ENV7_YEAST","0.365614212825526","0.0326361772745021","0.0137602880658436","conditionB-conditionA","YEAST","1","-1"
"sp|P08244|PYRF_ECOLI","sp|P08244|PYRF_ECOLI","-0.489546281258086","0.0328187231550176","0.0140138853175624","conditionB-conditionA","ECOLI","1","2"
"sp|Q9NQ11|AT132_HUMAN","sp|Q9NQ11|AT132_HUMAN","0.37062235586664","0.0329529480671613","0.0141315519013361","conditionB-conditionA","HUMAN","0","0"
"sp|P04004|VTNC_HUMAN","sp|P04004|VTNC_HUMAN","-0.323617939094339","0.033141351034752","0.0141315519013361","conditionB-conditionA","HUMAN","0","0"
"sp|P46779|RL28_HUMAN","sp|P46779|RL28_HUMAN","-0.220904149893796","0.0332775283092542","0.0141315519013361","conditionB-conditionA","HUMAN","0","0"
"sp|Q9BXY0|MAK16_HUMAN","sp|Q9BXY0|MAK16_HUMAN","-0.229205802777201","0.0333575751659508","0.0142526964560863","conditionB-conditionA","HUMAN","0","0"
"sp|Q06479|YL352_YEAST","sp|Q06479|YL352_YEAST","0.341748667407184","0.0333936938695822","0.0142526964560863","conditionB-conditionA","YEAST","1","-1"
"sp|P42599|YGJR_ECOLI","sp|P42599|YGJR_ECOLI","-0.39906090256091","0.0337065599375244","0.0143700282268412","conditionB-conditionA","ECOLI","1","2"
"sp|P61601|NCALD_HUMAN","sp|P61601|NCALD_HUMAN","-0.277624531191103","0.0339637836782507","0.0143700282268412","conditionB-conditionA","HUMAN","0","0"
"sp|P39160|UXUB_ECOLI","sp|P39160|UXUB_ECOLI","-0.507572233508713","0.033967200312378","0.0143700282268412","conditionB-conditionA","ECOLI","1","2"
"sp|Q9NWV8|BABA1_HUMAN","sp|Q9NWV8|BABA1_HUMAN","-0.227963212533199","0.0340760445138618","0.0144723360655738","conditionB-conditionA","HUMAN","0","0"
"sp|Q8N6L1|KTAP2_HUMAN","sp|Q8N6L1|KTAP2_HUMAN","-0.309699102250864","0.0341243654822335","0.0144723360655738","conditionB-conditionA","HUMAN","0","0"
"sp|P57721|PCBP3_HUMAN","sp|P57721|PCBP3_HUMAN","-0.290007879462918","0.0342468762202265","0.0144723360655738","conditionB-conditionA","HUMAN","0","0"
"sp|O95379|TFIP8_HUMAN","sp|O95379|TFIP8_HUMAN","-0.275265801603814","0.0343752440452948","0.0144723360655738","conditionB-conditionA","HUMAN","0","0"
"sp|Q9H7E9|CH033_HUMAN","sp|Q9H7E9|CH033_HUMAN","-0.237462232667239","0.0343776844982429","0.0144723360655738","conditionB-conditionA","HUMAN","0","0"
"sp|P16989|YBOX3_HUMAN","sp|P16989|YBOX3_HUMAN","-0.222715362224353","0.0343850058570871","0.0144723360655738","conditionB-conditionA","HUMAN","0","0"
"sp|O60239|3BP5_HUMAN","sp|O60239|3BP5_HUMAN","-0.268208869366937","0.0344338149160484","0.0144723360655738","conditionB-conditionA","HUMAN","0","0"
"sp|P04066|FUCO_HUMAN","sp|P04066|FUCO_HUMAN","-0.271403226912224","0.0347583951581414","0.0145929339477727","conditionB-conditionA","HUMAN","0","0"
"sp|Q6P1L8|RM14_HUMAN","sp|Q6P1L8|RM14_HUMAN","-0.236386657574538","0.0348682155408044","0.0145929339477727","conditionB-conditionA","HUMAN","0","0"
"sp|Q03778|RIFK_YEAST","sp|Q03778|RIFK_YEAST","0.271965419486309","0.034972178836392","0.0148337595907928","conditionB-conditionA","YEAST","1","-1"
"sp|Q9NWB6|ARGL1_HUMAN","sp|Q9NWB6|ARGL1_HUMAN","-0.250618310547775","0.0350683326825459","0.0148337595907928","conditionB-conditionA","HUMAN","0","0"
"sp|P10109|ADX_HUMAN","sp|P10109|ADX_HUMAN","-0.265058839868056","0.0352264740335806","0.0148337595907928","conditionB-conditionA","HUMAN","0","0"
"sp|O95544|NADK_HUMAN","sp|O95544|NADK_HUMAN","-0.267417761369767","0.0352948067161265","0.0148337595907928","conditionB-conditionA","HUMAN","0","0"
"sp|Q6VMQ6|MCAF1_HUMAN","sp|Q6VMQ6|MCAF1_HUMAN","-0.254084108064029","0.0355408043732917","0.0150663942798774","conditionB-conditionA","HUMAN","0","0"
"sp|Q92585|MAML1_HUMAN","sp|Q92585|MAML1_HUMAN","0.27343655910035","0.0355495900039047","0.0150663942798774","conditionB-conditionA","HUMAN","0","0"
"sp|P30050|RL12_HUMAN","sp|P30050|RL12_HUMAN","-0.243530365006158","0.0356433033971105","0.0150663942798774","conditionB-conditionA","HUMAN","0","0"
"sp|Q9P2G1|AKIB1_HUMAN","sp|Q9P2G1|AKIB1_HUMAN","0.293947520032206","0.0357955876610699","0.0150663942798774","conditionB-conditionA","HUMAN","0","0"
"sp|P23193|TCEA1_HUMAN","sp|P23193|TCEA1_HUMAN","-0.226424804193568","0.0358385396329559","0.0150663942798774","conditionB-conditionA","HUMAN","0","0"
"sp|P22352|GPX3_HUMAN","sp|P22352|GPX3_HUMAN","-0.236565054422078","0.0359630027333073","0.0150663942798774","conditionB-conditionA","HUMAN","0","0"
"sp|P32335|MSS51_YEAST","sp|P32335|MSS51_YEAST","0.259766858454698","0.0363910581803983","0.0155731427112586","conditionB-conditionA","YEAST","1","-1"
"sp|Q99186|AP2M_YEAST","sp|Q99186|AP2M_YEAST","0.974950101394643","0.0364589027723545","0.0156967840735069","conditionB-conditionA","YEAST","1","-1"
"sp|P36404|ARL2_HUMAN","sp|P36404|ARL2_HUMAN","-0.247659959030736","0.0366253416634127","0.0158122927824535","conditionB-conditionA","HUMAN","0","0"
"sp|P21888|SYC_ECOLI","sp|P21888|SYC_ECOLI","-0.528764137289963","0.0367771378367825","0.0158122927824535","conditionB-conditionA","ECOLI","1","2"
"sp|O14949|QCR8_HUMAN","sp|O14949|QCR8_HUMAN","-0.236318915617304","0.0369089222959781","0.0158122927824535","conditionB-conditionA","HUMAN","0","0"
"sp|Q9BYD2|RM09_HUMAN","sp|Q9BYD2|RM09_HUMAN","-0.22385755051474","0.0370709683717298","0.0160632330443651","conditionB-conditionA","HUMAN","0","0"
"sp|P40121|CAPG_HUMAN","sp|P40121|CAPG_HUMAN","-0.227604719891541","0.0373843225302616","0.0163057324840764","conditionB-conditionA","HUMAN","0","0"
"sp|Q02457|TBF1_YEAST","sp|Q02457|TBF1_YEAST","0.338352321305999","0.0374804763764155","0.0163057324840764","conditionB-conditionA","YEAST","1","-1"
"sp|Q969M3|YIPF5_HUMAN","sp|Q969M3|YIPF5_HUMAN","-0.242132250877381","0.037646427176884","0.0163057324840764","conditionB-conditionA","HUMAN","0","0"
"sp|P05023|AT1A1_HUMAN","sp|P05023|AT1A1_HUMAN","-0.212798398905445","0.0376864506052323","0.0164289353031075","conditionB-conditionA","HUMAN","0","0"
"sp|Q02539|H11_HUMAN","sp|Q02539|H11_HUMAN","0.282334984715632","0.0378006638032019","0.0165310274669379","conditionB-conditionA","HUMAN","0","0"
"sp|Q9BZM1|PG12A_HUMAN","sp|Q9BZM1|PG12A_HUMAN","-0.256718942210384","0.037876317844592","0.0165310274669379","conditionB-conditionA","HUMAN","0","0"
"sp|Q5SW96|ARH_HUMAN","sp|Q5SW96|ARH_HUMAN","-0.340403590845291","0.0378802225693089","0.0165310274669379","conditionB-conditionA","HUMAN","0","0"
"sp|Q96PE7|MCEE_HUMAN","sp|Q96PE7|MCEE_HUMAN","-0.236765874942035","0.0379095080046857","0.0165310274669379","conditionB-conditionA","HUMAN","0","0"
"sp|Q99700|ATX2_HUMAN","sp|Q99700|ATX2_HUMAN","-0.213454846863376","0.0379226864506052","0.0165310274669379","conditionB-conditionA","HUMAN","0","0"
"sp|Q14684|RRP1B_HUMAN","sp|Q14684|RRP1B_HUMAN","-0.219767871364015","0.0380949824287388","0.0165310274669379","conditionB-conditionA","HUMAN","0","0"
"sp|O75420|GGYF1_HUMAN","sp|O75420|GGYF1_HUMAN","-0.219271608686968","0.0381462319406482","0.0166285859355166","conditionB-conditionA","HUMAN","0","0"
"sp|Q9Y2R5|RT17_HUMAN","sp|Q9Y2R5|RT17_HUMAN","-0.23343098527128","0.0381901600937134","0.0166285859355166","conditionB-conditionA","HUMAN","0","0"
"sp|P07996|TSP1_HUMAN","sp|P07996|TSP1_HUMAN","-0.227464145895121","0.038233600156189","0.0166285859355166","conditionB-conditionA","HUMAN","0","0"
"sp|Q9Y6M5|ZNT1_HUMAN","sp|Q9Y6M5|ZNT1_HUMAN","-0.24105765899362","0.0382389691526747","0.0166285859355166","conditionB-conditionA","HUMAN","0","0"
"sp|Q96P71|NECA3_HUMAN","sp|Q96P71|NECA3_HUMAN","0.559322271260376","0.0383058375634518","0.0166285859355166","conditionB-conditionA","HUMAN","0","0"
"sp|Q01448|HPC2_YEAST","sp|Q01448|HPC2_YEAST","0.598550182354543","0.0383795392424834","0.0166285859355166","conditionB-conditionA","YEAST","1","-1"
"sp|P53144|YGK1_YEAST","sp|P53144|YGK1_YEAST","0.421129966751779","0.0386113822725498","0.0166285859355166","conditionB-conditionA","YEAST","1","-1"
"sp|Q13112|CAF1B_HUMAN","sp|Q13112|CAF1B_HUMAN","-0.205898841399673","0.0387358453729012","0.016751269035533","conditionB-conditionA","HUMAN","0","0"
"sp|Q96AJ9|VTI1A_HUMAN","sp|Q96AJ9|VTI1A_HUMAN","-0.238709757004182","0.0387661069894572","0.0169835234474018","conditionB-conditionA","HUMAN","0","0"
"sp|P50089|YG51_YEAST","sp|P50089|YG51_YEAST","0.323245069554692","0.0388651893791488","0.0169835234474018","conditionB-conditionA","YEAST","1","-1"
"sp|P06773|DCTD_YEAST","sp|P06773|DCTD_YEAST","0.321979478720132","0.0391243654822335","0.0169835234474018","conditionB-conditionA","YEAST","1","-1"
"sp|Q8NFQ8|TOIP2_HUMAN","sp|Q8NFQ8|TOIP2_HUMAN","-0.266035366733625","0.0391434010152284","0.0169835234474018","conditionB-conditionA","HUMAN","0","0"
"sp|Q9H6S3|ES8L2_HUMAN","sp|Q9H6S3|ES8L2_HUMAN","-0.392253327637511","0.0391434010152284","0.0169835234474018","conditionB-conditionA","HUMAN","0","0"
"sp|Q9GZQ3|COMD5_HUMAN","sp|Q9GZQ3|COMD5_HUMAN","0.357946001066496","0.039165365091761","0.01707995951417","conditionB-conditionA","HUMAN","0","0"
"sp|Q6NZI2|CAVN1_HUMAN","sp|Q6NZI2|CAVN1_HUMAN","-0.203527525737121","0.0392341858648965","0.01707995951417","conditionB-conditionA","HUMAN","0","0"
"sp|O75157|T22D2_HUMAN","sp|O75157|T22D2_HUMAN","-0.239012729733398","0.0393078875439282","0.01707995951417","conditionB-conditionA","HUMAN","0","0"
"sp|O94887|FARP2_HUMAN","sp|O94887|FARP2_HUMAN","-0.437681812542802","0.0393083756345178","0.01707995951417","conditionB-conditionA","HUMAN","0","0"
"sp|P0A8N0|MATP_ECOLI","sp|P0A8N0|MATP_ECOLI","-0.497592866471189","0.0393288754392815","0.01707995951417","conditionB-conditionA","ECOLI","1","2"
"sp|Q8WUA2|PPIL4_HUMAN","sp|Q8WUA2|PPIL4_HUMAN","-0.207968503939908","0.0394059937524405","0.01707995951417","conditionB-conditionA","HUMAN","0","0"
"sp|Q8IVW6|ARI3B_HUMAN","sp|Q8IVW6|ARI3B_HUMAN","-0.241444248982916","0.0394264935572042","0.01707995951417","conditionB-conditionA","HUMAN","0","0"
"sp|Q6UXH1|CREL2_HUMAN","sp|Q6UXH1|CREL2_HUMAN","0.358680547059982","0.0397178836392034","0.0173242286292362","conditionB-conditionA","HUMAN","0","0"
"sp|P38226|CST26_YEAST","sp|P38226|CST26_YEAST","0.251710995536017","0.0398555251854744","0.0173242286292362","conditionB-conditionA","YEAST","1","-1"
"sp|Q86UE4|LYRIC_HUMAN","sp|Q86UE4|LYRIC_HUMAN","-0.219543209445098","0.0400102499023819","0.017563810967905","conditionB-conditionA","HUMAN","0","0"
"sp|P46087|NOP2_HUMAN","sp|P46087|NOP2_HUMAN","-0.227254014878891","0.0400605232331121","0.017563810967905","conditionB-conditionA","HUMAN","0","0"
"sp|Q08357|S20A2_HUMAN","sp|Q08357|S20A2_HUMAN","-0.289114456429453","0.0402001171417415","0.017563810967905","conditionB-conditionA","HUMAN","0","0"
"sp|Q9H4A4|AMPB_HUMAN","sp|Q9H4A4|AMPB_HUMAN","-0.209968591203397","0.0402220812182741","0.0176856998484083","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NZE8|RM35_HUMAN","sp|Q9NZE8|RM35_HUMAN","-0.256624716974152","0.0403616751269036","0.0178075271533215","conditionB-conditionA","HUMAN","0","0"
"sp|Q9Y5X3|SNX5_HUMAN","sp|Q9Y5X3|SNX5_HUMAN","-0.215119762944532","0.0404612456071847","0.0179202423018677","conditionB-conditionA","HUMAN","0","0"
"sp|P36027|MID2_YEAST","sp|P36027|MID2_YEAST","0.305823659017619","0.0405286021085513","0.0179202423018677","conditionB-conditionA","YEAST","1","-1"
"sp|P27105|STOM_HUMAN","sp|P27105|STOM_HUMAN","-0.252210895647613","0.0406086489652479","0.0179202423018677","conditionB-conditionA","HUMAN","0","0"
"sp|O60220|TIM8A_HUMAN","sp|O60220|TIM8A_HUMAN","-0.222798729360733","0.0406847910972276","0.0180418874589957","conditionB-conditionA","HUMAN","0","0"
"sp|P14649|MYL6B_HUMAN","sp|P14649|MYL6B_HUMAN","-0.217720392752808","0.0409195626708317","0.0182849936948298","conditionB-conditionA","HUMAN","0","0"
"sp|Q969H8|MYDGF_HUMAN","sp|Q969H8|MYDGF_HUMAN","-0.216942644871505","0.0409547051932839","0.0182849936948298","conditionB-conditionA","HUMAN","0","0"
"sp|P21306|ATP5E_YEAST","sp|P21306|ATP5E_YEAST","0.26082870163893","0.0409600741897696","0.0184064548663641","conditionB-conditionA","YEAST","1","-1"
"sp|P34209|YDCF_ECOLI","sp|P34209|YDCF_ECOLI","0.361106095902581","0.0412094884810621","0.0185278548021175","conditionB-conditionA","ECOLI","1","2"
"sp|Q03012|SPP1_YEAST","sp|Q03012|SPP1_YEAST","0.32750993803326","0.0415311401796173","0.0186491935483871","conditionB-conditionA","YEAST","1","-1"
"sp|Q5U5X0|LYRM7_HUMAN","sp|Q5U5X0|LYRM7_HUMAN","-0.220345729089237","0.0417005076142132","0.0187657430730479","conditionB-conditionA","HUMAN","0","0"
"sp|Q12981|SEC20_HUMAN","sp|Q12981|SEC20_HUMAN","-0.248221680239931","0.0417205193283873","0.0187657430730479","conditionB-conditionA","HUMAN","0","0"
"sp|P35998|PRS7_HUMAN","sp|P35998|PRS7_HUMAN","-0.20925115586428","0.0418210659898477","0.0188536953242836","conditionB-conditionA","HUMAN","0","0"
"sp|Q8WXI9|P66B_HUMAN","sp|Q8WXI9|P66B_HUMAN","-0.203409232070696","0.0419997071456462","0.0188536953242836","conditionB-conditionA","HUMAN","0","0"
"sp|P12004|PCNA_HUMAN","sp|P12004|PCNA_HUMAN","-0.208939451462719","0.0421295392424834","0.0188536953242836","conditionB-conditionA","HUMAN","0","0"
"sp|Q3KNV8|PCGF3_HUMAN","sp|Q3KNV8|PCGF3_HUMAN","-0.26956387133252","0.0421915267473643","0.0188536953242836","conditionB-conditionA","HUMAN","0","0"
"sp|P42261|GRIA1_HUMAN","sp|P42261|GRIA1_HUMAN","0.311033800014087","0.0422295978133542","0.0188536953242836","conditionB-conditionA","HUMAN","0","0"
