"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P51534|SHE4_YEAST","sp|P51534|SHE4_YEAST","0.665190618169468","0.000227938305349473","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q04175|SXM1_YEAST","sp|Q04175|SXM1_YEAST","0.620842014082539","0.000227938305349473","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07703|RPAC1_YEAST","sp|P07703|RPAC1_YEAST","0.655295234072362","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|P18900|COQ1_YEAST","sp|P18900|COQ1_YEAST","0.627388367832257","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38335|MTC4_YEAST","sp|P38335|MTC4_YEAST","0.8798850924568","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|P39538|UBP12_YEAST","sp|P39538|UBP12_YEAST","0.659554148365752","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40024|ARB1_YEAST","sp|P40024|ARB1_YEAST","0.625623747688337","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40357|SEC9_YEAST","sp|P40357|SEC9_YEAST","0.667936913086853","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|P52918|MSN5_YEAST","sp|P52918|MSN5_YEAST","0.658076584989637","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q08446|SGT1_YEAST","sp|Q08446|SGT1_YEAST","0.639121915235791","0.000228426395939086","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q04500|UTP14_YEAST","sp|Q04500|UTP14_YEAST","0.618224831022717","0.0002289144865287","0","conditionB-conditionA","YEAST","1","-1"
"sp|P00359|G3P3_YEAST","sp|P00359|G3P3_YEAST","0.817775439701478","0.000229890667707927","0","conditionB-conditionA","YEAST","1","-1"
"sp|P21264|PUR6_YEAST","sp|P21264|PUR6_YEAST","0.592317557757902","0.000229890667707927","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32266|MGM1_YEAST","sp|P32266|MGM1_YEAST","0.755146639889252","0.000229890667707927","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32468|CDC12_YEAST","sp|P32468|CDC12_YEAST","0.651795227621967","0.000229890667707927","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32502|EI2BB_YEAST","sp|P32502|EI2BB_YEAST","0.688718198181521","0.000229890667707927","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53859|CSL4_YEAST","sp|P53859|CSL4_YEAST","0.72658905242568","0.000229890667707927","0","conditionB-conditionA","YEAST","1","-1"
"sp|P54885|PROA_YEAST","sp|P54885|PROA_YEAST","0.633620662107043","0.000229890667707927","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38892|CRG1_YEAST","sp|P38892|CRG1_YEAST","0.827527062608624","0.00023037875829754","0","conditionB-conditionA","YEAST","1","-1"
"sp|P47190|PMT3_YEAST","sp|P47190|PMT3_YEAST","0.714331117081704","0.000230866848887153","0","conditionB-conditionA","YEAST","1","-1"
"sp|P14680|YAK1_YEAST","sp|P14680|YAK1_YEAST","0.658388905414196","0.000231354939476767","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53206|MCY1_YEAST","sp|P53206|MCY1_YEAST","0.668241669977668","0.00023184303006638","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53686|HST2_YEAST","sp|P53686|HST2_YEAST","0.734232267081577","0.000232819211245607","0","conditionB-conditionA","YEAST","1","-1"
"sp|P49367|LYS4_YEAST","sp|P49367|LYS4_YEAST","0.695236366780673","0.000233795392424834","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q04603|DPB4_YEAST","sp|Q04603|DPB4_YEAST","0.807956264430658","0.000233795392424834","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q03790|NUP53_YEAST","sp|Q03790|NUP53_YEAST","0.728550533691875","0.000234283483014447","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38615|RIM11_YEAST","sp|P38615|RIM11_YEAST","0.628697059554863","0.000235259664193674","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38970|HAL5_YEAST","sp|P38970|HAL5_YEAST","0.669018043531274","0.000235259664193674","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q08199|SIL1_YEAST","sp|Q08199|SIL1_YEAST","0.659884679898772","0.000236235845372901","0","conditionB-conditionA","YEAST","1","-1"
"sp|P03874|CBP2_YEAST","sp|P03874|CBP2_YEAST","0.717304799372917","0.000236723935962515","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38074|HMT1_YEAST","sp|P38074|HMT1_YEAST","0.653263451336006","0.000237212026552128","0","conditionB-conditionA","YEAST","1","-1"
"sp|P39683|NPT1_YEAST","sp|P39683|NPT1_YEAST","0.596606608990848","0.000237212026552128","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40013|BIM1_YEAST","sp|P40013|BIM1_YEAST","0.755849024678611","0.000237212026552128","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40022|YEM4_YEAST","sp|P40022|YEM4_YEAST","0.704544158020779","0.000237212026552128","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40970|LCB2_YEAST","sp|P40970|LCB2_YEAST","0.619512341647287","0.000237212026552128","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19735|PRP6_YEAST","sp|P19735|PRP6_YEAST","0.667780004798193","0.000237700117141742","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19882|HSP60_YEAST","sp|P19882|HSP60_YEAST","0.627248655194045","0.000237700117141742","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32386|YBT1_YEAST","sp|P32386|YBT1_YEAST","0.578982382426984","0.000237700117141742","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38355|YB8B_YEAST","sp|P38355|YB8B_YEAST","0.842323465792143","0.000237700117141742","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q04307|RPC10_YEAST","sp|Q04307|RPC10_YEAST","0.833170758968688","0.000237700117141742","0","conditionB-conditionA","YEAST","1","-1"
"sp|O13329|FOB1_YEAST","sp|O13329|FOB1_YEAST","0.818716175627507","0.000239652479500195","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19658|EXO70_YEAST","sp|P19658|EXO70_YEAST","0.707956556687376","0.000239652479500195","0","conditionB-conditionA","YEAST","1","-1"
"sp|P23641|MPCP_YEAST","sp|P23641|MPCP_YEAST","0.637316945966155","0.000239652479500195","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32477|GSH1_YEAST","sp|P32477|GSH1_YEAST","0.651888813798235","0.000239652479500195","0","conditionB-conditionA","YEAST","1","-1"
"sp|P39705|NUP60_YEAST","sp|P39705|NUP60_YEAST","0.664176953367358","0.000239652479500195","0","conditionB-conditionA","YEAST","1","-1"
"sp|P25639|YCV1_YEAST","sp|P25639|YCV1_YEAST","0.682372870603531","0.000240140570089809","0","conditionB-conditionA","YEAST","1","-1"
"sp|P33339|TFC4_YEAST","sp|P33339|TFC4_YEAST","0.716655468137295","0.000240140570089809","0","conditionB-conditionA","YEAST","1","-1"
"sp|P34243|HCS1_YEAST","sp|P34243|HCS1_YEAST","0.757829018285998","0.000240140570089809","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38295|MCFS2_YEAST","sp|P38295|MCFS2_YEAST","0.609099847692804","0.000240140570089809","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53128|MTHR2_YEAST","sp|P53128|MTHR2_YEAST","0.673949462878426","0.000240140570089809","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q08217|PSK2_YEAST","sp|Q08217|PSK2_YEAST","0.636719293501447","0.000240140570089809","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12066|NUR1_YEAST","sp|Q12066|NUR1_YEAST","0.765152151103075","0.000240140570089809","0","conditionB-conditionA","YEAST","1","-1"
"sp|P36103|YKC3_YEAST","sp|P36103|YKC3_YEAST","0.746342469933046","0.000241116751269036","0","conditionB-conditionA","YEAST","1","-1"
"sp|P36166|PXL1_YEAST","sp|P36166|PXL1_YEAST","0.828861826098408","0.000241116751269036","0","conditionB-conditionA","YEAST","1","-1"
"sp|P36523|RM15_YEAST","sp|P36523|RM15_YEAST","0.670421370484993","0.000241116751269036","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38300|MBA1_YEAST","sp|P38300|MBA1_YEAST","0.686516883036777","0.000241116751269036","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40463|VHS2_YEAST","sp|P40463|VHS2_YEAST","0.693053970156996","0.000241116751269036","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q99288|DET1_YEAST","sp|Q99288|DET1_YEAST","0.720121427606403","0.000241116751269036","0","conditionB-conditionA","YEAST","1","-1"
"sp|P22276|RPC2_YEAST","sp|P22276|RPC2_YEAST","0.706078256706295","0.000242092932448262","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38344|REI1_YEAST","sp|P38344|REI1_YEAST","0.703979833449754","0.000242092932448262","0","conditionB-conditionA","YEAST","1","-1"
"sp|P10964|RPA1_YEAST","sp|P10964|RPA1_YEAST","0.583426081233744","0.000242581023037876","0","conditionB-conditionA","YEAST","1","-1"
"sp|P46964|OST2_YEAST","sp|P46964|OST2_YEAST","0.801793447580602","0.000242581023037876","0","conditionB-conditionA","YEAST","1","-1"
"sp|P13298|PYRE_YEAST","sp|P13298|PYRE_YEAST","0.623124993612207","0.000244045294806716","0","conditionB-conditionA","YEAST","1","-1"
"sp|O43137|YB085_YEAST","sp|O43137|YB085_YEAST","0.659715475910735","0.00024453338539633","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06244|KAPA_YEAST","sp|P06244|KAPA_YEAST","0.653018736692102","0.00024453338539633","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38756|TCD1_YEAST","sp|P38756|TCD1_YEAST","0.633452199256737","0.00024453338539633","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12344|GYP5_YEAST","sp|Q12344|GYP5_YEAST","0.612700639759293","0.00024453338539633","0","conditionB-conditionA","YEAST","1","-1"
"sp|P19146|ARF2_YEAST","sp|P19146|ARF2_YEAST","0.644927473702296","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P25386|USO1_YEAST","sp|P25386|USO1_YEAST","0.615910372463423","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P27810|KTR1_YEAST","sp|P27810|KTR1_YEAST","0.64775982487968","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P27882|ERV1_YEAST","sp|P27882|ERV1_YEAST","0.682977187014064","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32474|EUG1_YEAST","sp|P32474|EUG1_YEAST","0.622356341636102","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P34250|SEG2_YEAST","sp|P34250|SEG2_YEAST","0.623521685323357","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P36125|GMH1_YEAST","sp|P36125|GMH1_YEAST","0.724575778230729","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38138|GLU2A_YEAST","sp|P38138|GLU2A_YEAST","0.619263459233265","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38167|ECM21_YEAST","sp|P38167|ECM21_YEAST","0.783876359964022","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38828|LSM12_YEAST","sp|P38828|LSM12_YEAST","0.603778698231073","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40531|GVP36_YEAST","sp|P40531|GVP36_YEAST","0.671576618044092","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40961|PHB1_YEAST","sp|P40961|PHB1_YEAST","0.625921112808212","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53276|UTP8_YEAST","sp|P53276|UTP8_YEAST","0.620790490548673","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02630|NU116_YEAST","sp|Q02630|NU116_YEAST","0.626466289623517","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q05543|RT103_YEAST","sp|Q05543|RT103_YEAST","0.619789161380883","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q05580|HEL2_YEAST","sp|Q05580|HEL2_YEAST","0.698512183785384","0.000245509566575556","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15977|MALQ_ECOLI","sp|P15977|MALQ_ECOLI","-0.815684395753385","0.000245509566575556","0","conditionB-conditionA","ECOLI","1","2"
"sp|P38687|SRP68_YEAST","sp|P38687|SRP68_YEAST","0.670985308697276","0.00024599765716517","0","conditionB-conditionA","YEAST","1","-1"
"sp|P45978|SCD6_YEAST","sp|P45978|SCD6_YEAST","0.654600518732005","0.00024599765716517","0","conditionB-conditionA","YEAST","1","-1"
"sp|P16547|OM45_YEAST","sp|P16547|OM45_YEAST","0.61398669498633","0.000246485747754783","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02884|ELP4_YEAST","sp|Q02884|ELP4_YEAST","0.711425431194259","0.000246485747754783","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q06179|FMP27_YEAST","sp|Q06179|FMP27_YEAST","0.673972707341076","0.000246485747754783","0","conditionB-conditionA","YEAST","1","-1"
"sp|P34253|KTI12_YEAST","sp|P34253|KTI12_YEAST","0.672899791368925","0.000246973838344397","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40527|ATC7_YEAST","sp|P40527|ATC7_YEAST","0.630637112815993","0.000246973838344397","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q99369|FSH3_YEAST","sp|Q99369|FSH3_YEAST","0.640758076711538","0.000246973838344397","0","conditionB-conditionA","YEAST","1","-1"
"sp|P15019|TAL1_YEAST","sp|P15019|TAL1_YEAST","0.634933320540714","0.00024746192893401","0","conditionB-conditionA","YEAST","1","-1"
"sp|P27809|KRE2_YEAST","sp|P27809|KRE2_YEAST","0.621013671487233","0.00024746192893401","0","conditionB-conditionA","YEAST","1","-1"
"sp|P50085|PHB2_YEAST","sp|P50085|PHB2_YEAST","0.632603012751694","0.00024746192893401","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53191|PIB2_YEAST","sp|P53191|PIB2_YEAST","0.706012853825117","0.00024746192893401","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12523|YP247_YEAST","sp|Q12523|YP247_YEAST","0.694922061843494","0.00024746192893401","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32906|MNS1_YEAST","sp|P32906|MNS1_YEAST","0.685649014004037","0.000247950019523624","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q05946|UTP13_YEAST","sp|Q05946|UTP13_YEAST","0.61802462844831","0.000247950019523624","0","conditionB-conditionA","YEAST","1","-1"
"sp|P28861|FENR_ECOLI","sp|P28861|FENR_ECOLI","-0.691642263955819","0.000247950019523624","0","conditionB-conditionA","ECOLI","1","2"
"sp|P43638|MHP1_YEAST","sp|P43638|MHP1_YEAST","0.630431971370419","0.000248438110113237","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53925|YNL5_YEAST","sp|P53925|YNL5_YEAST","0.60422014145238","0.00024892620070285","0","conditionB-conditionA","YEAST","1","-1"
"sp|P06787|CALM_YEAST","sp|P06787|CALM_YEAST","0.615237897513028","0.000250878563061304","0","conditionB-conditionA","YEAST","1","-1"
"sp|P30952|MLS1_YEAST","sp|P30952|MLS1_YEAST","0.881256188674675","0.000250878563061304","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53753|ENG1_YEAST","sp|P53753|ENG1_YEAST","0.643203079794075","0.000250878563061304","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53960|YNE0_YEAST","sp|P53960|YNE0_YEAST","0.707060135967259","0.000250878563061304","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02889|MGR2_YEAST","sp|Q02889|MGR2_YEAST","0.769252780873869","0.000250878563061304","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q04120|TSA2_YEAST","sp|Q04120|TSA2_YEAST","0.640813322432502","0.000250878563061304","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q04471|YM04_YEAST","sp|Q04471|YM04_YEAST","0.688406654743128","0.000250878563061304","0","conditionB-conditionA","YEAST","1","-1"
"sp|P0C0X0|RS28B_YEAST;sp|Q3E7X9|RS28A_YEAST","sp|P0C0X0|RS28B_YEAST;sp|Q3E7X9|RS28A_YEAST","0.793679597207893","0.000251854744240531","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32476|ERG1_YEAST","sp|P32476|ERG1_YEAST","0.652389913886605","0.000251854744240531","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32529|RPA12_YEAST","sp|P32529|RPA12_YEAST","0.777724217639816","0.000251854744240531","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40499|ICE2_YEAST","sp|P40499|ICE2_YEAST","0.86943214906545","0.000251854744240531","0","conditionB-conditionA","YEAST","1","-1"
"sp|P42936|YG4D_YEAST","sp|P42936|YG4D_YEAST","0.726617263750018","0.000251854744240531","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q01919|KIN4_YEAST","sp|Q01919|KIN4_YEAST","0.632883782855567","0.000251854744240531","0","conditionB-conditionA","YEAST","1","-1"
"sp|P34241|URB1_YEAST","sp|P34241|URB1_YEAST","0.618777764360116","0.000252830925419758","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02206|RSC4_YEAST","sp|Q02206|RSC4_YEAST","0.650649096425012","0.000252830925419758","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q08962|NIP7_YEAST","sp|Q08962|NIP7_YEAST","0.719553568798705","0.000253319016009371","0","conditionB-conditionA","YEAST","1","-1"
"sp|P48234|NOL10_YEAST","sp|P48234|NOL10_YEAST","0.642009484191236","0.000253807106598985","0","conditionB-conditionA","YEAST","1","-1"
"sp|P20486|CKS1_YEAST","sp|P20486|CKS1_YEAST","0.715447647729292","0.000254295197188598","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32794|AFG2_YEAST","sp|P32794|AFG2_YEAST","0.61128314980226","0.000254295197188598","0","conditionB-conditionA","YEAST","1","-1"
"sp|P43535|GCN20_YEAST","sp|P43535|GCN20_YEAST","0.583183871213688","0.000254295197188598","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q04491|SEC13_YEAST","sp|Q04491|SEC13_YEAST","0.632315680597136","0.000254295197188598","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40522|VHR1_YEAST","sp|P40522|VHR1_YEAST","0.893528917160684","0.000255271378367825","0","conditionB-conditionA","YEAST","1","-1"
"sp|P46970|NMD5_YEAST","sp|P46970|NMD5_YEAST","0.633059270271112","0.000255271378367825","0","conditionB-conditionA","YEAST","1","-1"
"sp|P25580|PBN1_YEAST","sp|P25580|PBN1_YEAST","0.698578384330482","0.000255759468957439","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32496|RPN12_YEAST","sp|P32496|RPN12_YEAST","0.648551520740233","0.000256247559547052","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53010|PAN2_YEAST","sp|P53010|PAN2_YEAST","0.603420386183565","0.000256247559547052","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53723|YN8B_YEAST","sp|P53723|YN8B_YEAST","0.615520817119945","0.000256247559547052","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02805|ROD1_YEAST","sp|Q02805|ROD1_YEAST","0.774130514467813","0.000256247559547052","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q03338|PRP3_YEAST","sp|Q03338|PRP3_YEAST","1.01498077831636","0.000256247559547052","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12211|PUS1_YEAST","sp|Q12211|PUS1_YEAST","0.619848540504409","0.000256247559547052","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12270|RBD2_YEAST","sp|Q12270|RBD2_YEAST","0.81758952366307","0.000256247559547052","0","conditionB-conditionA","YEAST","1","-1"
"sp|P36083|YKH5_YEAST","sp|P36083|YKH5_YEAST","1.20773779812244","0.000257711831315892","0","conditionB-conditionA","YEAST","1","-1"
"sp|P37263|YC16_YEAST","sp|P37263|YC16_YEAST","0.689200083509968","0.000257711831315892","0","conditionB-conditionA","YEAST","1","-1"
"sp|P42949|TIM16_YEAST","sp|P42949|TIM16_YEAST","0.738420404282488","0.000257711831315892","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02887|ATG21_YEAST","sp|Q02887|ATG21_YEAST","0.85122655436792","0.000257711831315892","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12476|AIR2_YEAST","sp|Q12476|AIR2_YEAST","0.74872440453816","0.000257711831315892","0","conditionB-conditionA","YEAST","1","-1"
"sp|P40533|TED1_YEAST","sp|P40533|TED1_YEAST","0.592004381502425","0.000258688012495119","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53164|NPY1_YEAST","sp|P53164|NPY1_YEAST","0.64949200267761","0.000258688012495119","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q07834|YL032_YEAST","sp|Q07834|YL032_YEAST","0.686376528098915","0.000258688012495119","0","conditionB-conditionA","YEAST","1","-1"
"sp|P26793|FEN1_YEAST","sp|P26793|FEN1_YEAST","0.652036217309503","0.000259176103084733","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32351|IMPX_YEAST","sp|P32351|IMPX_YEAST","0.607937459572874","0.000259176103084733","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32629|ANP1_YEAST","sp|P32629|ANP1_YEAST","0.592381736682638","0.000259176103084733","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q01477|UBP3_YEAST","sp|Q01477|UBP3_YEAST","0.610540448634874","0.000259176103084733","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q08732|HRK1_YEAST","sp|Q08732|HRK1_YEAST","0.639846192893406","0.000259176103084733","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q99247|DUF1_YEAST","sp|Q99247|DUF1_YEAST","0.637438560479511","0.000259176103084733","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q03390|VPS60_YEAST","sp|Q03390|VPS60_YEAST","0.68678666411067","0.000259664193674346","0","conditionB-conditionA","YEAST","1","-1"
"sp|P35691|TCTP_YEAST","sp|P35691|TCTP_YEAST","0.69172950480341","0.000260152284263959","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38069|MNN2_YEAST","sp|P38069|MNN2_YEAST","0.609258909141616","0.000260152284263959","0","conditionB-conditionA","YEAST","1","-1"
"sp|P47042|IKS1_YEAST","sp|P47042|IKS1_YEAST","0.649548321539333","0.000260152284263959","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53901|INN1_YEAST","sp|P53901|INN1_YEAST","0.641157451449898","0.000260152284263959","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q06892|POS5_YEAST","sp|Q06892|POS5_YEAST","0.805692992934581","0.000260152284263959","0","conditionB-conditionA","YEAST","1","-1"
"sp|P50107|LGUL_YEAST","sp|P50107|LGUL_YEAST","0.589525383493053","0.0002616165560328","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53834|HCH1_YEAST","sp|P53834|HCH1_YEAST","0.653369571818471","0.000262104646622413","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q05040|FAR8_YEAST","sp|Q05040|FAR8_YEAST","0.597673337908642","0.000262104646622413","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q06407|RGA2_YEAST","sp|Q06407|RGA2_YEAST","0.835408366524138","0.000262104646622413","0","conditionB-conditionA","YEAST","1","-1"
"sp|P12683|HMDH1_YEAST","sp|P12683|HMDH1_YEAST","0.621868563103167","0.000262592737212027","0","conditionB-conditionA","YEAST","1","-1"
"sp|P31382|PMT2_YEAST","sp|P31382|PMT2_YEAST","0.596104712004211","0.00026308082780164","0","conditionB-conditionA","YEAST","1","-1"
"sp|P48365|GYP7_YEAST","sp|P48365|GYP7_YEAST","0.65557205341131","0.00026308082780164","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02948|BECN1_YEAST","sp|Q02948|BECN1_YEAST","0.767502446633742","0.00026308082780164","0","conditionB-conditionA","YEAST","1","-1"
"sp|P05453|ERF3_YEAST","sp|P05453|ERF3_YEAST","0.687341092744811","0.000263568918391253","0","conditionB-conditionA","YEAST","1","-1"
"sp|P07275|PUT2_YEAST","sp|P07275|PUT2_YEAST","0.614768749291239","0.000263568918391253","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32912|VAM7_YEAST","sp|P32912|VAM7_YEAST","0.663130815080384","0.000263568918391253","0","conditionB-conditionA","YEAST","1","-1"
"sp|P33755|NPL4_YEAST","sp|P33755|NPL4_YEAST","0.588743363580077","0.000263568918391253","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q00684|CDC14_YEAST","sp|Q00684|CDC14_YEAST","0.78347269528807","0.000263568918391253","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q03919|RUB1_YEAST","sp|Q03919|RUB1_YEAST","0.702801925045017","0.000263568918391253","0","conditionB-conditionA","YEAST","1","-1"
"sp|P04037|COX4_YEAST","sp|P04037|COX4_YEAST","0.629107792913496","0.00026454509957048","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q07442|BDF2_YEAST","sp|Q07442|BDF2_YEAST","0.807621072240046","0.000265033190160094","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q3E754|RS21B_YEAST","sp|Q3E754|RS21B_YEAST","0.689365915357929","0.000265033190160094","0","conditionB-conditionA","YEAST","1","-1"
"sp|P25560|RER1_YEAST","sp|P25560|RER1_YEAST","0.679216045100372","0.000265521280749707","0","conditionB-conditionA","YEAST","1","-1"
"sp|P34167|IF4B_YEAST","sp|P34167|IF4B_YEAST","0.63800218934815","0.000265521280749707","0","conditionB-conditionA","YEAST","1","-1"
"sp|P49626|RL4B_YEAST","sp|P49626|RL4B_YEAST","0.672892679928754","0.000265521280749707","0","conditionB-conditionA","YEAST","1","-1"
"sp|P48527|SYYM_YEAST","sp|P48527|SYYM_YEAST","0.682824657857491","0.000266497461928934","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q07896|NOC3_YEAST","sp|Q07896|NOC3_YEAST","0.619188091294381","0.000266497461928934","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12675|ATC4_YEAST","sp|Q12675|ATC4_YEAST","0.650646631537164","0.000266497461928934","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32494|NGG1_YEAST","sp|P32494|NGG1_YEAST","0.643144270346516","0.000266985552518547","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q12362|RIB2_YEAST","sp|Q12362|RIB2_YEAST","0.892544720599012","0.000266985552518547","0","conditionB-conditionA","YEAST","1","-1"
"sp|P53140|RMD9_YEAST","sp|P53140|RMD9_YEAST","0.7590833506564","0.000267473643108161","0","conditionB-conditionA","YEAST","1","-1"
"sp|P38755|OSH7_YEAST","sp|P38755|OSH7_YEAST","0.700616190465425","0.000268449824287388","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q01454|CTF4_YEAST","sp|Q01454|CTF4_YEAST","0.624335591327773","0.000268449824287388","0","conditionB-conditionA","YEAST","1","-1"
"sp|Q02892|NOG1_YEAST","sp|Q02892|NOG1_YEAST","0.62455363737846","0.000268449824287388","0","conditionB-conditionA","YEAST","1","-1"
"sp|P32389|MET4_YEAST","sp|P32389|MET4_YEAST","0.737574375080082","0.000269914096056228","0","conditionB-conditionA","YEAST","1","-1"
"sp|P33336|SKN1_YEAST","sp|P33336|SKN1_YEAST","1.10801598537971","0.000269914096056228","0","conditionB-conditionA","YEAST","1","-1"
